,words,idf
267,difficult,5.403677882205863
261,verbs,5.403677882205863
274,ocean,5.403677882205863
275,lives,5.403677882205863
266,weather,5.403677882205863
251,certain,5.403677882205863
250,sky,5.403677882205863
346,very,5.403677882205863
347,clause,5.403677882205863
353,height,5.403677882205863
260,ethical,5.403677882205863
352,yourself,5.403677882205863
196,india,5.403677882205863
105,m,5.403677882205863
97,species,5.403677882205863
162,war,5.403677882205863
216,class,5.403677882205863
217,policy,5.403677882205863
163,his,5.403677882205863
67,conversation,5.403677882205863
104,formulate,5.403677882205863
174,creating,5.403677882205863
197,house,5.403677882205863
3,come,5.403677882205863
2,construct,5.403677882205863
226,political,5.403677882205863
227,fill,5.403677882205863
175,parts,5.403677882205863
66,return,5.403677882205863
238,engineer,5.403677882205863
239,financial,5.403677882205863
96,old,5.403677882205863
152,password,5.298317366548036
245,waste,5.298317366548036
153,strings,5.298317366548036
79,active,5.298317366548036
78,synonym,5.298317366548036
101,setting,5.298317366548036
143,start,5.298317366548036
142,define,5.298317366548036
100,descriptive,5.298317366548036
62,writing,5.298317366548036
137,produce,5.298317366548036
136,maximum,5.298317366548036
115,reword,5.298317366548036
114,spanish,5.298317366548036
244,root,5.298317366548036
108,dish,5.298317366548036
63,state,5.298317366548036
109,50,5.298317366548036
374,3x,5.298317366548036
277,self,5.298317366548036
13,below,5.298317366548036
213,method,5.298317366548036
375,trends,5.298317366548036
220,assign,5.298317366548036
221,buy,5.298317366548036
199,combine,5.298317366548036
198,must,5.298317366548036
212,campaign,5.298317366548036
276,general,5.298317366548036
42,global,5.298317366548036
43,current,5.298317366548036
259,sample,5.298317366548036
258,complex,5.298317366548036
236,medical,5.298317366548036
237,brand,5.298317366548036
12,information,5.298317366548036
4,all,5.203007186743712
329,plastic,5.203007186743712
5,learning,5.203007186743712
103,field,5.203007186743712
102,synonyms,5.203007186743712
328,leader,5.203007186743712
365,film,5.203007186743712
85,integers,5.203007186743712
325,circle,5.203007186743712
84,passive,5.203007186743712
40,theme,5.203007186743712
41,review,5.203007186743712
73,future,5.203007186743712
72,education,5.203007186743712
44,solve,5.203007186743712
45,science,5.203007186743712
356,horror,5.203007186743712
357,explains,5.203007186743712
50,n,5.203007186743712
51,without,5.203007186743712
364,distance,5.203007186743712
0,by,5.203007186743712
324,personal,5.203007186743712
222,law,5.203007186743712
193,part,5.203007186743712
149,learn,5.203007186743712
148,reverse,5.203007186743712
194,multiple,5.203007186743712
195,imperative,5.203007186743712
1,classify,5.203007186743712
271,30,5.203007186743712
270,society,5.203007186743712
192,pieces,5.203007186743712
223,fictional,5.203007186743712
139,idiom,5.203007186743712
132,prime,5.203007186743712
133,physical,5.203007186743712
135,errors,5.203007186743712
138,stress,5.203007186743712
134,after,5.203007186743712
376,meal,5.115995809754082
377,journey,5.115995809754082
183,classification,5.115995809754082
10,time,5.115995809754082
26,tweet,5.115995809754082
286,detailed,5.115995809754082
11,business,5.115995809754082
54,content,5.115995809754082
55,whether,5.115995809754082
224,own,5.115995809754082
110,get,5.115995809754082
225,longest,5.115995809754082
27,line,5.115995809754082
287,blockchain,5.115995809754082
182,takes,5.115995809754082
140,survey,5.115995809754082
306,problems,5.115995809754082
307,transportation,5.115995809754082
141,something,5.115995809754082
167,high,5.115995809754082
111,real,5.115995809754082
166,emotion,5.115995809754082
112,party,5.035953102080546
93,our,5.035953102080546
208,exercise,5.035953102080546
18,them,5.035953102080546
19,value,5.035953102080546
92,warming,5.035953102080546
89,stock,5.035953102080546
34,advantages,5.035953102080546
35,argument,5.035953102080546
88,years,5.035953102080546
209,go,5.035953102080546
146,activity,5.035953102080546
83,sports,5.035953102080546
203,feature,5.035953102080546
202,relevant,5.035953102080546
278,both,5.035953102080546
279,six,5.035953102080546
82,rate,5.035953102080546
282,solving,5.035953102080546
283,dinner,5.035953102080546
81,such,5.035953102080546
80,market,5.035953102080546
147,computing,5.035953102080546
77,action,5.035953102080546
76,last,5.035953102080546
56,piece,5.035953102080546
57,y,5.035953102080546
113,only,5.035953102080546
