,Unnamed: 0,words,counts,idf
485,485,quote,139,0.0
486,486,living,137,5.809142990314028
487,487,fact,137,5.809142990314028
488,488,cities,136,0.0
489,489,years,135,5.035953102080546
490,490,stock,135,5.035953102080546
491,491,brief,135,0.0
492,492,place,135,5.991464547107982
493,493,single,134,5.991464547107982
494,494,apple,134,0.0
495,495,warming,134,5.035953102080546
496,496,our,134,5.035953102080546
497,497,shopping,134,0.0
498,498,sql,134,4.605170185988092
499,499,made,133,4.605170185988092
500,500,over,133,0.0
501,501,did,132,4.892852258439873
502,502,processing,132,4.892852258439873
503,503,cloud,132,0.0
504,504,been,131,5.809142990314028
505,505,document,131,5.809142990314028
506,506,12,130,0.0
507,507,old,130,5.403677882205863
508,508,species,129,5.403677882205863
509,509,second,129,0.0
510,510,interview,128,5.809142990314028
511,511,random,128,5.809142990314028
512,512,database,128,0.0
513,513,descriptive,128,5.298317366548036
514,514,setting,128,5.298317366548036
515,515,were,127,0.0
516,516,synonyms,127,5.2030071867437115
517,517,field,127,5.2030071867437115
518,518,adjective,127,0.0
519,519,ten,126,4.710530701645918
520,520,money,126,4.710530701645918
521,521,analysis,126,0.0
522,522,formulate,126,5.403677882205863
523,523,m,125,5.403677882205863
524,524,20,125,0.0
525,525,air,124,6.214608098422191
526,526,changing,124,6.214608098422191
527,527,print,124,0.0
528,528,dish,124,5.298317366548036
529,529,50,124,5.298317366548036
530,530,express,124,0.0
531,531,get,124,5.115995809754082
532,532,real,123,5.115995809754082
533,533,punctuation,122,0.0
534,534,school,122,4.767689115485866
535,535,role,122,4.767689115485866
536,536,logical,122,0.0
537,537,party,122,5.035953102080546
538,538,only,122,5.035953102080546
539,539,paraphrase,121,0.0
540,540,spanish,121,5.298317366548036
541,541,reword,121,5.298317366548036
542,542,values,121,0.0
543,543,dog,121,5.521460917862246
544,544,hypothesis,121,5.521460917862246
545,545,public,120,0.0
546,546,summer,120,5.991464547107982
547,547,propose,119,5.991464547107982
548,548,proverb,119,0.0
549,549,pick,119,5.991464547107982
550,550,night,119,5.991464547107982
551,551,fiction,118,0.0
552,552,communication,118,4.767689115485866
553,553,choice,118,4.767689115485866
554,554,nouns,118,0.0
555,555,travel,117,6.214608098422191
556,556,f,117,6.214608098422191
557,557,associated,117,0.0
558,558,author,116,5.991464547107982
559,559,temperature,116,5.991464547107982
560,560,rank,116,0.0
561,561,logo,116,5.654992310486769
562,562,friend,115,5.654992310486769
563,563,similar,115,0.0
564,564,build,115,5.991464547107982
565,565,largest,115,5.991464547107982
566,566,transform,114,0.0
567,567,names,114,4.8283137373023015
568,568,conveys,114,4.8283137373023015
569,569,customers,114,0.0
570,570,summarizing,114,5.654992310486769
571,571,spelling,113,5.654992310486769
572,572,end,113,0.0
573,573,prime,113,5.2030071867437115
574,574,physical,113,5.2030071867437115
575,575,case,113,0.0
576,576,after,112,5.2030071867437115
577,577,errors,112,5.2030071867437115
578,578,joke,112,0.0
579,579,maximum,111,5.298317366548036
580,580,produce,111,5.298317366548036
581,581,basic,111,0.0
582,582,stress,110,5.2030071867437115
583,583,idiom,110,5.2030071867437115
584,584,economic,110,0.0
585,585,survey,110,5.115995809754082
586,586,something,110,5.115995809754082
587,587,found,110,0.0
588,588,define,110,5.298317366548036
589,589,start,110,5.298317366548036
590,590,show,110,0.0
591,591,feeling,110,4.8283137373023015
592,592,great,109,4.8283137373023015
593,593,small,109,0.0
594,594,timeline,109,5.654992310486769
595,595,perfect,109,5.654992310486769
596,596,virtual,109,0.0
597,597,activity,109,5.035953102080546
598,598,computing,109,5.035953102080546
599,599,third,108,0.0
600,600,reverse,108,5.2030071867437115
601,601,learn,108,5.2030071867437115
602,602,e,108,0.0
603,603,letters,108,5.521460917862246
604,604,meaningful,108,5.521460917862246
605,605,insert,108,0.0
606,606,password,107,5.298317366548036
607,607,strings,107,5.298317366548036
608,608,element,107,0.0
609,609,15,107,4.710530701645918
610,610,blue,107,4.710530701645918
611,611,renewable,107,0.0
612,612,recent,107,5.809142990314028
613,613,american,107,5.809142990314028
614,614,cause,107,0.0
615,615,primary,106,5.809142990314028
616,616,decision,106,5.809142990314028
617,617,size,106,0.0
618,618,environmental,106,4.892852258439873
619,619,highest,106,4.892852258439873
620,620,recommend,106,0.0
621,621,earth,106,5.654992310486769
622,622,painting,105,5.654992310486769
623,623,techniques,105,0.0
624,624,match,105,5.991464547107982
625,625,objects,105,5.991464547107982
626,626,sales,104,0.0
627,627,war,104,5.403677882205863
628,628,his,104,5.403677882205863
629,629,pandemic,104,0.0
630,630,products,104,6.214608098422191
631,631,moon,104,6.214608098422191
632,632,means,104,0.0
633,633,emotion,104,5.115995809754082
634,634,high,103,5.115995809754082
635,635,phone,103,0.0
636,636,mathematical,103,5.809142990314028
637,637,effect,103,5.809142990314028
638,638,humans,103,0.0
639,639,category,103,5.809142990314028
640,640,skills,103,5.809142990314028
641,641,solutions,102,0.0
642,642,security,102,5.521460917862246
643,643,today,102,5.521460917862246
644,644,test,102,0.0
645,645,down,102,0.0
646,646,love,102,0.0
647,647,right,102,0.0
648,648,creating,102,5.403677882205863
649,649,parts,102,5.403677882205863
650,650,carbon,102,0.0
651,651,sun,102,5.809142990314028
652,652,discuss,101,5.809142990314028
653,653,cm,101,0.0
654,654,plant,101,0.0
655,655,discussing,101,0.0
656,656,written,101,0.0
657,657,working,101,5.521460917862246
658,658,alternative,101,5.521460917862246
659,659,needed,101,0.0
660,660,modern,100,6.214608098422191
661,661,presentation,100,6.214608098422191
662,662,deep,99,0.0
663,663,takes,99,5.115995809754082
664,664,classification,99,5.115995809754082
665,665,eating,99,0.0
666,666,starting,98,5.809142990314028
667,667,power,98,5.809142990314028
668,668,scene,98,0.0
669,669,19,98,5.991464547107982
670,670,result,98,5.991464547107982
671,671,containing,97,0.0
672,672,funny,97,4.767689115485866
673,673,save,97,4.767689115485866
674,674,play,97,0.0
675,675,pros,96,5.809142990314028
676,676,cons,96,5.809142990314028
677,677,space,96,0.0
678,678,musical,96,5.991464547107982
679,679,simile,96,5.991464547107982
680,680,instruction,96,0.0
681,681,pieces,95,5.2030071867437115
682,682,part,95,5.2030071867437115
683,683,through,95,0.0
684,684,multiple,95,5.2030071867437115
685,685,imperative,95,5.2030071867437115
686,686,proper,95,0.0
687,687,india,95,5.403677882205863
688,688,house,95,5.403677882205863
689,689,students,95,0.0
690,690,must,94,5.298317366548036
691,691,combine,94,5.298317366548036
692,692,neutral,94,0.0
693,693,friends,94,5.809142990314028
694,694,support,94,5.809142990314028
695,695,management,94,0.0
696,696,relevant,94,5.035953102080546
697,697,feature,94,5.035953102080546
698,698,include,94,0.0
699,699,compute,93,5.991464547107982
700,700,friendly,93,5.991464547107982
701,701,particular,93,0.0
702,702,nature,93,5.654992310486769
703,703,benefit,93,5.654992310486769
704,704,her,93,0.0
705,705,exercise,93,5.035953102080546
706,706,go,92,5.035953102080546
707,707,chart,92,0.0
708,708,500,91,5.654992310486769
709,709,square,91,5.654992310486769
710,710,explanation,91,0.0
711,711,campaign,91,5.298317366548036
712,712,method,91,5.298317366548036
713,713,advice,91,0.0
714,714,businesses,91,5.654992310486769
715,715,11,90,5.654992310486769
716,716,traditional,90,0.0
717,717,class,90,5.403677882205863
718,718,policy,90,5.403677882205863
719,719,fruits,90,0.0
720,720,2x,90,0.0
721,721,together,90,0.0
722,722,kind,90,0.0
723,723,success,89,5.991464547107982
724,724,trip,89,5.991464547107982
725,725,don,89,0.0
726,726,assign,89,5.298317366548036
727,727,buy,89,5.298317366548036
728,728,java,89,0.0
729,729,law,89,5.2030071867437115
730,730,fictional,89,5.2030071867437115
731,731,delete,89,0.0
732,732,sources,89,4.961845129926823
733,733,open,89,4.961845129926823
734,734,employee,88,0.0
735,735,own,88,5.115995809754082
736,736,longest,88,5.115995809754082
737,737,factors,88,0.0
738,738,political,88,5.403677882205863
739,739,fill,88,5.403677882205863
740,740,involving,88,0.0
741,741,colors,87,5.654992310486769
742,742,applications,87,5.654992310486769
743,743,meeting,87,0.0
744,744,binary,87,6.502290170873972
745,745,put,87,6.502290170873972
746,746,robot,87,0.0
747,747,workplace,87,5.521460917862246
748,748,consider,87,5.521460917862246
749,749,estimate,87,0.0
750,750,plants,86,6.214608098422191
751,751,happy,86,6.214608098422191
752,752,digit,86,0.0
753,753,medical,86,5.298317366548036
754,754,brand,86,5.298317366548036
755,755,figure,86,0.0
756,756,engineer,86,5.403677882205863
757,757,financial,86,5.403677882205863
758,758,lyrics,86,0.0
759,759,art,86,6.502290170873972
760,760,performance,86,6.502290170873972
761,761,keyword,86,0.0
762,762,missing,86,5.991464547107982
763,763,around,86,5.991464547107982
764,764,look,85,0.0
765,765,root,85,5.298317366548036
766,766,waste,85,5.298317366548036
767,767,view,85,0.0
768,768,historical,85,5.654992310486769
769,769,pet,85,5.654992310486769
770,770,sides,85,0.0
771,771,implications,85,5.654992310486769
772,772,columns,85,5.654992310486769
773,773,genre,85,0.0
774,774,sky,84,5.403677882205863
775,775,certain,84,5.403677882205863
776,776,tasks,84,0.0
777,777,professional,84,5.654992310486769
778,778,chatbot,84,5.654992310486769
779,779,covid,84,0.0
780,780,another,83,6.214608098422191
781,781,economy,83,6.214608098422191
782,782,follows,83,0.0
783,783,solar,83,6.907755278982137
784,784,budget,83,6.907755278982137
785,785,going,83,0.0
786,786,complex,83,5.298317366548036
787,787,sample,83,5.298317366548036
788,788,capital,82,0.0
789,789,ethical,82,5.403677882205863
790,790,verbs,82,5.403677882205863
791,791,century,82,0.0
792,792,offer,82,4.8283137373023015
793,793,amount,82,4.8283137373023015
794,794,date,82,0.0
795,795,diet,82,5.521460917862246
796,796,safety,82,5.521460917862246
797,797,age,82,0.0
798,798,then,81,6.214608098422191
799,799,dataset,81,6.214608098422191
800,800,red,81,0.0
801,801,weather,81,5.403677882205863
802,802,difficult,80,5.403677882205863
803,803,protagonist,80,0.0
804,804,adverb,80,5.521460917862246
805,805,check,80,5.521460917862246
806,806,probability,80,0.0
807,807,society,80,5.2030071867437115
808,808,30,79,5.2030071867437115
809,809,mistakes,79,0.0
810,810,causes,79,0.0
811,811,cats,79,0.0
812,812,version,79,0.0
813,813,significance,79,5.521460917862246
814,814,beach,79,5.521460917862246
815,815,vacation,79,0.0
816,816,ocean,79,5.403677882205863
817,817,lives,79,5.403677882205863
818,818,includes,79,0.0
819,819,general,79,5.298317366548036
820,820,self,78,5.298317366548036
821,821,models,78,0.0
822,822,both,78,5.035953102080546
823,823,six,78,5.035953102080546
824,824,opening,78,0.0
825,825,reducing,78,5.809142990314028
826,826,rules,78,5.809142990314028
827,827,experiment,78,0.0
828,828,solving,78,5.035953102080546
829,829,dinner,78,5.035953102080546
830,830,prompt,78,0.0
831,831,every,77,5.809142990314028
832,832,disadvantages,77,5.809142990314028
833,833,before,77,0.0
834,834,detailed,76,5.115995809754082
835,835,blockchain,76,5.115995809754082
836,836,blank,76,0.0
837,837,math,76,6.907755278982137
838,838,device,76,6.907755278982137
839,839,usage,75,0.0
840,840,expresses,75,6.502290170873972
841,841,extract,75,6.502290170873972
842,842,promote,75,0.0
843,843,interrogative,75,5.809142990314028
844,844,address,75,5.809142990314028
845,845,average,75,0.0
846,846,am,75,5.654992310486769
847,847,score,74,5.654992310486769
848,848,source,74,0.0
849,849,want,74,5.809142990314028
850,850,know,73,5.809142990314028
851,851,incorrect,73,0.0
852,852,grammatical,73,5.654992310486769
853,853,vegetables,73,5.654992310486769
854,854,week,73,0.0
855,855,pronoun,73,5.809142990314028
856,856,regular,73,5.809142990314028
857,857,side,72,0.0
858,858,birthday,72,5.991464547107982
859,859,measure,72,5.991464547107982
860,860,well,72,0.0
861,861,tagline,72,7.600902459542082
862,862,fix,72,7.600902459542082
863,863,options,72,0.0
864,864,suppose,72,4.710530701645918
865,865,corresponding,72,4.710530701645918
866,866,mean,71,0.0
867,867,problems,71,5.115995809754082
868,868,transportation,71,5.115995809754082
869,869,large,71,0.0
870,870,necessary,71,6.214608098422191
871,871,goal,71,6.214608098422191
872,872,challenges,71,0.0
873,873,compound,71,5.521460917862246
874,874,behind,70,5.521460917862246
875,875,government,70,0.0
876,876,efficient,70,5.809142990314028
877,877,daily,70,5.809142990314028
878,878,days,70,0.0
879,879,titles,70,6.214608098422191
880,880,park,70,6.214608098422191
881,881,just,69,0.0
882,882,compile,69,5.991464547107982
883,883,organize,69,5.991464547107982
884,884,chemical,69,0.0
885,885,snippet,69,6.214608098422191
886,886,cake,69,6.214608098422191
887,887,behavior,69,0.0
888,888,divide,69,5.809142990314028
889,889,k,69,5.809142990314028
890,890,having,68,0.0
891,891,needs,68,6.907755278982137
892,892,employees,68,6.907755278982137
893,893,much,68,0.0
894,894,personal,67,5.2030071867437115
895,895,circle,67,5.2030071867437115
896,896,john,67,0.0
897,897,let,67,5.521460917862246
