Unnamed: 0,request,conversation_id
50571,Is 27 a prime number?,50571
18599,Name five common sources of air pollution,18599
6151,Extract the name of the city from the sentence.,6151
16044,Describe the basic elements of a traditional Japanese breakfast.,16044
25272,Create a list of films to watch in the given genre.,25272
19698,Find the primary theme of the following excerpt.,19698
507,List five ways to reduce energy consumption.,507
18856,Guess the word given its definition.,18856
31807,Add a clause to the sentence that begins with “even though”.,31807
37954,"Given the following statement, classify it as true of false.",37954
40782,Generate a title for a story about a young adult who discovers their superpower.,40782
50328,"Reword the following sentence so it has the same meaning: ""It was wishful thinking to think the project would be completed on time.""",50328
4233,What is the impact of the digital revolution on the modern world?,4233
5218,"Arrange this list of items in alphabetical order: apple, cat, book",5218
3690,Who painted the Sistine Chapel ceiling?,3690
44247,Name five educational websites.,44247
51574,Write a general overview of the healthcare system in the United States.,51574
10043,"Given a table of daily stock prices with columns StockID, Date, and Price, write a SQL query to find the stocks whose prices have increased by at least 20% in the past month.",10043
50912,"Rewrite the following sentence ""He installed the operating system"" in passive voice.",50912
51602,Design a graphic of the letter 'A' using only straight lines,51602
17869,Describe the role of emotional intelligence in the workplace,17869
2350,Generate a strategy for advertising an ecommerce website,2350
32855,Create an appropriate response to someone who made a mistake.,32855
2932,Summarize the article for product A.,2932
47187,Generate three questions to ask a customer when they make a purchase.,47187
29865,Evaluate the following polynomial 3x2 + 6x - 5,29865
2872,Write a joke about coffee.,2872
23029,Convert a sentence in the second person to the first person.,23029
1568,Name 5 tips to write concise emails.,1568
42389,Identify the most important factors to consider when purchasing a computer.,42389
12448,Describe the differences between political power in the U.K. and the U.S.?,12448
9130,"Given a tech-related product, describe why someone would want to buy it",9130
49912,Read the following description and suggest a title that best captures its theme.,49912
14987,Write a paragraph summarizing the main points from the following article:,14987
35146,"Create a haiku from the following words: love, home, tree.",35146
22145,"With given input, create a rule-based system to identify cat breeds.",22145
8544,What is the purpose of a library in a computer program?,8544
42004,"Given a dialogue, provide a suitable reply for Person A",42004
7695,What's the fastest way to make online payments?,7695
31132,Analyze this sentence to explain the main idea.,31132
3852,Find the similarities between red apples and green apples.,3852
43025,Explain how to create a frequency distribution table for the given list of numbers.,43025
47459,"Rewrite the following sentence in an informal way: ""I am interested in participating.""",47459
29480,Generate an AI chatbot script for a customer service scenario,29480
45887,Find the missing word to create a rhyming couplet.,45887
46677,"Given a list of attributes, come up with an original character.",46677
1688,Create a mnemonic for remembering the colors of the rainbow.,1688
45223,Create an original haiku related to the theme of rain.,45223
30330,How do you make a Peanut Butter and Jelly Sandwich,30330
20817,"Classify this item as either ""necessary"" or ""unnecessary"".",20817
18081,Give the name and a brief description of a type of user interface.,18081
20529,Name one direct consequence of global warming.,20529
1074,Fill in the blank,1074
11417,"Given a paragraph, summarize it.",11417
2405,Develop a persuasive argument for why it is important to vote.,2405
7778,Create a slogan for a fast food restaurant.,7778
45725,Find three ways to prevent cyber attacks.,45725
5725,Describe the differences between warm and cold colors. Output must be less than 50 words.,5725
48804,Where does the following information belong in a resume?,48804
28585,"Create a program to solve this:

You are playing a competitive game and you want to show your friends that you got better. You need to return the number of game you need to play to get to your objective ranking points.

Input:
Line 1 : an integer b for your initial ranking points
Line 2 : an integer p for the number of points that you win or lose every game
Line 3 : an integer l for the number of games that you will lose
Line 4 : an integer o for the number of ranking points you need to reach",28585
49731,Design a coffee drink for a cafe.,49731
33608,"Given a sentence, remove its references to time.",33608
26611,List three methods for improving the performance of a deep learning model,26611
21300,Convert this article from English to Spanish.,21300
26285,Compare and contrast commercial banks and investment banks.,26285
42085,What is the best type of business to start in 2021?,42085
37741,Construct a bacterial transformation lab experiment.,37741
1599,Convert the decimal number 18 to its binary representation,1599
32779,Tell me the origin story of Batman.,32779
30013,Name five women who have made significant contributions to science.,30013
42963,"Write an if-else statement to print ""Hello world"" if a variable is set to true.",42963
42875,Put the sentences in the proper sentence order.,42875
2743,Compare and Contrast JavaScript and Python,2743
7591,Describe the benefits of product X to prospective customers.,7591
49316,Come up with an essay on the importance of emotions in decision-making.,49316
42997,Give an example of a famous artwork created by Pablo Picasso.,42997
49215,Generate me a few sample passwords up to 8 characters in length.,49215
29307,Reword this sentence to give it a different meaning: Birds fly in the sky.,29307
49338,Assess the following statement: Artificial intelligence is capable of solving all the world’s problems.,49338
34992,Which chemical element has the atomic number of 4?,34992
30702,Identify the lowest number in the list.,30702
15029,Think of an innovative product that seems impossible right now.,15029
33648,Describe how gender roles have changed in the last 50 years.,33648
46883,Generate a comprehensive list of all the outdoor activities that one can do in the given location.,46883
10358,Rearrange the words in the sentence to give it a proper grammatical structure.,10358
30498,Who wrote the Game of Thrones series?,30498
23447,Write a story of romance in less than 100 words.,23447
50370,Generate a poem about Earth using alliteration.,50370
9307,Find the equivalent Celsius temperature of the Fahrenheit temperature 80 degrees,9307
40438,Name one difference between a GPT-3 and traditional language model,40438
42587,What kind of sentence is this?,42587
22697,List three activities or hobbies that require physical activity.,22697
50141,Convert this paragraph into a poem,50141
3152,Generate two points that could be used to extend the following statement,3152
43729,Consolidate the following list of tasks into three categories.,43729
20550,"Suppose you have a table named ""transactions"" with columns ""transaction_id"", ""customer_id"", ""transaction_date"", and ""amount"". Write a SQL query to find the customer with the highest total spend in the last 6 months, excluding any customers who have not made any transactions in the last 6 months.",20550
7605,Outline the main events of the story.,7605
43479,Where would you find the most modern technologies being used in the world?,43479
13922,"Explain the given concept, and why it is considered to be important in the current world.",13922
6035,Explain the impact of fast fashion on the environment.,6035
32441,Identify the ten most important events that led to the US civil war.,32441
42176,Name three tools used for sentiment analysis,42176
20516,"Summarize the main events of the movie ""Titanic"".",20516
13706,Write a letter introducing yourself as a new hire to your company.,13706
32590,Identify a Canadian province or territory.,32590
44158,Compute the total number of possible combinations of k elements from a set containing n elements.,44158
15357,"Rearrange this sentence to make it more dynamic: ""I always knew that I would make it.""",15357
16953,Edit the following text to incorporate a counterargument paragraph.,16953
32743,Explain why the moon's appearance can vary each night.,32743
26997,Generate a metric to assess the success of a task.,26997
3452,"Calculate the amount of money in coins if 44 dollars is given in quarters, nickels, and dimes",3452
7937,Outline the advantages and disadvantages of using cryptocurrencies.,7937
49200,"Subdivide the category ""living things"" into 3 distinct groups.",49200
50413,Identify any biases in a given statement.,50413
48814,"Let r, s, and t be the roots of the equation x^3 - 20x^2 + 18x - 7 = 0. Find the value of (1+r)(1+s)(1+t).",48814
41226,Describe how it feels to be inside a haunted house.,41226
42823,Create a list of ingredients for baking a chocolate chip cookie.,42823
37784,Give an example of a situation where empathy would be a valuable characteristic.,37784
13580,Comment on the following news article.,13580
14149,"Given the phone model and specifications, write a product description.",14149
42553,"Create a story that's 100 words long beginning with the sentence ""Once, there was a witch who had a spell book"".",42553
10891,Suggest one word that would make the following sentence sound more natural.,10891
9465,Collect 5 relevant sources to support an argument.,9465
33091,Analyze the benefits and concerns of using artificial intelligence.,33091
48424,Suggest different methods for increasing customer loyalty,48424
29841,Evaluate the quality of this argument,29841
27944,Give me a list of songs that are popular right now.,27944
25376,Name a type of fish that is native to the Atlantic Ocean,25376
13727,What are the three main functions of the large intestine?,13727
49744,"Take the input, create a data structure and generate a JSON output.",49744
4762,Identify what type of text is given,4762
7236,Come up with a pun for a given word.,7236
32683,"Explain the critical points of the movie ""Avengers Endgame"".",32683
27582,Classify the sentence as affirmative or negative.,27582
43809,Imagine you are a fashion designer. How would you create a collection to showcase at fashion week?,43809
28358,Make a timeline of Nelson Mandela's life.,28358
46726,Generate the opening lines of a novel set in the future.,46726
25952,Suggest five activities to do at home.,25952
48340,"Give me the quote and author of the following: ""The more I learn, the more I realize how much I don't know"".",48340
22188,What is the eligibility criteria for the marathon?,22188
50760,Create a joke by combining two people’s names.,50760
27255,Write an article introducing the city of Paris.,27255
3785,Analyze the following text and provide an opinion on whether the author is arguing in favor or against the use of technology in education.,3785
20429,Create a user guide for an online course.,20429
4466,Rewrite the following paragraph in Clear Text format.,4466
50062,Explain how machines learn,50062
694,Create a 5-item shopping list for a healthy breakfast.,694
5904,Design a web page layout for an e-commerce store.,5904
47399,Succinctly compare and contrast responsive and adaptive website design.,47399
47238,What are the advantages of a computer compared to a calculator?,47238
44879,Describe the characteristics of the new smart television.,44879
28767,Create a rap about the life of a garden snail.,28767
20111,Find the link between two concepts,20111
31153,Rewrite the sentence given in the input field so it expresses the opposite meaning. Output should be 1 Sentence.,31153
25247,Create a personification of a night wind.,25247
33981,"What is the background of the musical ""Jesus Christ Superstar""?",33981
30,Rewrite the following sentence using active voice.,30
19897,Edit the given text so it sounds a bit more formal.,19897
31665,Make a prediction about the impacts of increased air pollution on the global climate,31665
29258,Generate the title of a novel,29258
46717,Generate a list of songs that could be played at a party.,46717
48115,What is the impact of rising sea levels?,48115
51435,Recommend three apps that may be beneficial for the given user.,51435
22782,Suggest an appropriate name for the given business.,22782
25230,"Find the sentence that contains the world ""flexible"".",25230
15348,Explain how the sun is different from other stars,15348
34137,Rank the following items in order of relevance to the topic of artificial intelligence.,34137
33458,Generate a sentence that communicates admiration,33458
752,Change the sentence from passive to active voice.,752
4308,Determine the smallest prime number.,4308
7752,What are the most important elements of a successful company?,7752
43396,Describe a feature of a wind turbine.,43396
19467,Create a new sentence using an appropriate conjunction.,19467
41196,Rewrite the given sentence by using a semicolon instead of a comma.,41196
36982,Explain the differences in the voting process between the UK and the US,36982
9590,Suggest a set of rules for a classroom.,9590
25769,Develop a layout for a survey asking participants about their shopping habits.,25769
20167,"Given a binary tree, determine if it is a valid binary search tree (BST). A BST is defined as follows: The left subtree of a node contains only nodes with keys less than the node's key. The right subtree of a node contains only nodes with keys greater than the node's key. Both the left and right subtrees must also be binary search trees. For example, if the input tree is [2,1,3], the output should be true. If the input tree is [5,1,4,null,null,3,6], the output should be false.",20167
5128,Create a mood board for a project about a beach vacation,5128
39725,Generate a creative idea to improve the subject.,39725
38095,Find the best hypothesis to explain this phenomenon:,38095
13346,Generate a 4-word poem about autumn.,13346
24314,Choose an invention from the 20th century and explain its impact.,24314
25584,Come up with two non-alcoholic drinks that contain lemon juice and ginger.,25584
26102,"Rearrange the sentence to convey the following meaning: ""I'm not a fan of homework.""",26102
11862,Delete the words in bold in this sentence.,11862
17287,"Given a political issue, write a speech advocating for a policy change on the issue.",17287
733,Give me a CSS code to make the font size 20px.,733
11043,Compute the total cost of these items.,11043
1642,"Edit the following sentence to be more descriptive: ""It was hot.""",1642
3122,Compose a tweet summarizing the following passage in fewer than 280 characters.,3122
5633,What is the best way to take care of a rose plant?,5633
6907,Transform the given sentence into a declarative sentence.,6907
17014,Generate a conversation about the pros and cons of social media.,17014
45722,Name three reasons why economic development is important.,45722
8687,Compute the number of days in the specified month.,8687
36011,Convert this sentence from it's active form to it's passive form,36011
32902,How does artificial intelligence affect human employment?,32902
19420,"Compare the two characters below and discuss how their personalities are different.
Character 1: outgoing, cheerful
Character 2: shy, reserved",19420
44442,Recommend a book on photography,44442
40138,"Change the structure of the following sentence while keeping the meaning intact: ""Life is beautiful.""",40138
17704,Write a short essay on artificial intelligence,17704
96,Compute the area of a rectangle with length 10cm and width 5cm.,96
6110,What is the correct grammar and punctuation in the following sentence?,6110
16278,Write a procedural text on how to make a peanut butter and jelly sandwich.,16278
51483,Identify a song that describes the following situation,51483
22796,Which word does not belong in the following group?,22796
2255,List the benefits of quantum computing,2255
25681,Dub the following movie sentence.,25681
50729,"State the main contribution of the paper ""Reinforcement Learning: An Introduction"".",50729
29229,"Two fair, six-sided dice are rolled. What is the probability that the sum of the two numbers showing is less than 11?",29229
45311,Create a new recipe with crab and baby spinach as the main ingredients.,45311
46005,Categorize the following two items as either a mammal or a reptile:,46005
241,Describe in a few words what makes a good leader.,241
32870,Make a connection between the two following words: Cat and Leaf.,32870
6551,Imagine you are a teacher giving feedback to a student. Identify two strengths and one area of improvement from the given paragraph.,6551
32287,What is the benefit of using a neural network for computer vision tasks?,32287
9278,The expression (5^(1/3))/(5^(1/5)) equals 5 raised to what power?,9278
45158,Write a script for a movie scene with the following input.,45158
48741,Rearrange a paragraph to make it read in an orderly and logical way.,48741
3360,Describe the disadvantages of using commercial facial recognition software.,3360
18994,Create a list of three interview questions for a Software Engineer job.,18994
28240,Which technique typically requires the most data to be effective?,28240
16021,Describe a specific goal related to exercising.,16021
26880,Create an invention that utilizes renewable energy.,26880
2278,What is the formula to calculate the volume of a sphere?,2278
1167,Produce a story about a bear.,1167
45344,Generate three ideas for a healthy and nutritious meal,45344
24629,Name three reasons why it is important to save water.,24629
12013,Generate a list of 5 steps to prepare for a job interview.,12013
40112,"Create a poem about friendship using the words ""smiles"" and ""inspiration"".",40112
18774,Find an example of a compound sentence and write it out.,18774
6187,Rewrite the code without using a for loop,6187
13157,Create a 5-line poem which conveys admiration,13157
50217,Compose a detailed list of features for a new restaurant.,50217
3348,Come up with three interesting facts about the Mauna Kea volcano.,3348
4686,Which parts of speech are contained in the sentence?,4686
27539,Add detail to the following sentence using five adjectives.,27539
16200,What's the most difficult medical condition to diagnose?,16200
33944,Define an emotion that is a mix of happy and afraid.,33944
26788,Generate a email template thanking a customer for their purchase.,26788
25683,Construct a hyperbole that captures the color of the sunset.,25683
391,Compose a haiku with the provided subject.,391
13085,Suggest a creative way to introduce yourself to a new team.,13085
1781,"Generate a movie review for the film ""Iron Man"".",1781
50682,Replace the words in bold with words or phrases that have the same meaning.,50682
7729,Generate a story in present tense that follows the given context.,7729
49030,How does online shopping benefit consumers?,49030
27490,Determine the base and the height of a triangle given its area.,27490
47802,Summarize the provided news article,47802
46145,List five characteristics of the given plant.,46145
33905,Add an appropriate noun to the sentence in place of the <mask> token.,33905
39561,Construct an SVG featuring a five-pointed star with a triangle inside it.,39561
7083,Summarize the article about the use of technology in education.,7083
3086,"Given the following sentence, replace all the pronouns (which are bolded) with correct words and output the sentence.",3086
36359,Identify the type of the following sentence and rewrite it in a more concise form.,36359
48957,Offer a painting tutorial for beginners.,48957
9691,Create a close-ended prompt for a chatbot about sports news.,9691
42268,Nominate three possible candidates to sit on a five-member Google Technical Advisory Board,42268
26163,Write a 3-4 sentence explanation of how color impacts design.,26163
27796,"Identify the figure of speech in the following phrase: ""He is the king of the jungle.""",27796
14542,Summarize the given text in 5-8 sentences.,14542
9505,What are several ways to make a vegetable dish taste more interesting?,9505
17455,Provide one example of a synonym for the phrase 'expert knowledge'.,17455
9901,Rewrite this product description using active verbs,9901
533,Describe the process of osmosis.,533
48749,Discuss the use of machine learning techniques in natural language processing (NLP).,48749
11189,Come up with 5 activities for a birthday party for a 5-year-old.,11189
28883,Suggest a recipe that uses only ten ingredients.,28883
29127,Rewrite the following sentence to include a relevant action sentence.,29127
39619,Summarize a given article about the importance of employee recognition,39619
48176,Identify the tone being used and why.,48176
14146,Generate a poem given a subject.,14146
43619,Draft a list of 10 interview questions.,43619
14965,Write a short monologue from the point of view of a character in the given story,14965
3824,Provide a sample response for the following dialogue,3824
19693,"After reading the following text, come up with a creative way to show it in a visual.",19693
17737,State the mathematical formula,17737
29721,"Rewrite this sentence so that it contains the phrase ""no matter what.""",29721
6876,The news and other sources have been claiming that Democracy is losing ground around the world. Give an example of a recent event to back this claim up.,6876
32687,"Given the following proverb, provide an explanation ""Failure is the mother of success.""",32687
20394,Provide a statistical analysis of this dataset.,20394
14889,Write a descriptive paragraph about this city.,14889
49803,Describe any three types of visualization and provide one example of each.,49803
12247,Generate a story where the protagonist goes to a giant door and unlocks it using a magical key.,12247
39611,Summarize the life of Alexander the Great in ten sentences.,39611
20534,Describe the setting of your favorite book.,20534
27843,Write a description of the character in the following sentence.,27843
2027,Write a synopsis of a movie about a talking dog who saves the world.,2027
34161,Generate a list of five reasons why plastic straws are bad for the environment.,34161
25813,Explain what is a GPU and what is its purpose.,25813
19754,Create a dictionary of chemical elements and their symbols.,19754
36042,Name three advantages of a content delivery network (CDN).,36042
40333,Generate a list of ten logical arguments for reducing global plastic production.,40333
29165,Create an outline for a 5-minute presentation on a given topic.,29165
26255,Translate a given statement from English to Spanish.,26255
34096,Outline the main points of the following lecture.,34096
32580,Explain what a rhetorical question is in a sentence or two.,32580
2455,Convert the number 32 to binary,2455
14382,Name 6 animals that live underwater.,14382
48448,List the six hats of creativity.,48448
10065,Analyze why a certain industry is successful,10065
46184,Suggest two ways to ensure data security.,46184
48711,Generate 2 story ideas with a sci-fi theme.,48711
41462,Write a blog post summarizing why remote work is the future.,41462
5855,Write a poem about joy.,5855
2836,"As an eCommerce expert, provide three recommendations to a small online clothing store that wants to increase its sales by improving its website.",2836
33680,Simplify the following fraction 6/18,33680
22057,"Use the following pieces of context to answer the question at the end. If you don't know the answer, just say that you don't know, don't try to make up an answer.",22057
570,Generate an opening statement for a speech about the effects of climate change.,570
21837,Explain the concept of Chinese Room Argument in AI.,21837
2802,Write a short paragraph that summarizes the life and works of Mark Twain.,2802
26165,Research some common safety tips for swimming pools and create a list.,26165
20420,Identify the 5 major themes of Romeo and Juliet and provide an example of each.,20420
17766,Write a word to complete the phrase,17766
23650,"Edit the following sentence to make it more concise and powerful: ""My painting skills are not very good"".",23650
22587,How can a company leverage data analytics?,22587
15063,Give me an example of how companies can use predictive analytics.,15063
9839,Classify this situation as a common real-world problem.,9839
49396,Create a plan for managing customer data,49396
41432,Generate a list of 5 tips for how to maintain work-life balance.,41432
29004,Create a basic plan to implement a customer feedback system.,29004
23526,"Define the term ""no-go zone"".",23526
45610,Design a game to teach students about conservation efforts.,45610
38616,Name five professions that require higher technical skills,38616
50591,"Given this description, classify the story as a tragedy or a comedy.",50591
42429,Name some key differences between a computer and a laptop.,42429
38590,Convert 5 tablespoons to cups,38590
51198,"Given a text, edit it to make it less biased.",51198
50279,What is the best way to list five facts about bicycles?,50279
16568,Describe the architecture of the PyTorch framework.,16568
19282,Rewrite the sentence by saying the opposite.,19282
14749,Generate an excuse for not coming to work,14749
10638,Write ternary search in Python.,10638
12406,You need to write a blog post discussing the effects of climate change on global bee populations.,12406
42530,Generate a team name for a startup company focused on developing artificial intelligence.,42530
43301,"Construct a question using the following words: what, long, take.",43301
9435,Write a solution to the equation 2x = 4.,9435
21265,Find the most populous city in South Korea.,21265
31635,Rewrite the phrase in inverted word order.,31635
36509,Illustrate the given proverb with an example. Output the example directly.,36509
26421,Write a general summary of a book described below.,26421
19924,List some characteristics of the Hindu religion.,19924
14673,Sort the following 10 fruits into three categories.,14673
10220,Give examples of prime nu mbers,10220
19311,Write an informational article about virtual reality,19311
18012,Create a story of a young girl who discovers she has magical powers.,18012
38656,Output the result of 18 divided by 7,38656
13994,Describe the effects of a drowning person.,13994
39760,Discard all characters that are not letters from the following string.,39760
47088,Generate 5 adjectives that describe a beach,47088
50261,Compare democracy and autocracy.,50261
20852,Create a timeline of the life of Muhammad Ali.,20852
28315,Describe the following tone of voice.,28315
16497,Make a prediction on what the company's stock will close at today.,16497
9436,Create a list of 6 types of physical sports.,9436
30907,Describe the implications of internet addiction.,30907
50976,Explain why this policy was introduced.,50976
19887,Suggest a good strategy to achieve a goal.,19887
19434,Create a shopping list that includes 10 items.,19434
40530,Rearrange this array so that it is in ascending order.,40530
27208,Count the number of vowels in the following sentence and write the output as a natural language response.,27208
10308,Come up with a headline for an article about social media's impact on society.,10308
31659,Create a rule for effective communication.,31659
24369,What is the area of a circle with radius 3 meters?,24369
22043,Create a summary of the paragraph with 10 or fewer words.,22043
12527,Write a code snippet in Javascript that assigns a value to an array.,12527
46494,List some of the challenges climate change brings on the environment.,46494
51195,Generate a creative title for a children's novel about a world where magic exists.,51195
20322,Transform this sentence into a metaphor.,20322
7002,Summarize the main topic and purpose of this article.,7002
1184,Generate a response to the following tweet.,1184
28309,Create a new recipe for macaroni and cheese.,28309
21154,Make a list of five contrasting behaviors people demonstrate in different situations.,21154
5797,Change the sentence to future tense.,5797
47739,Create a word search puzzle from the following list of words.,47739
61,Name two types of desert biomes.,61
50210,How should an HR department carry out recruitment process during COVID pandemic?,50210
51652,Explain the complex sentence given below.,51652
13407,Create a timeline to illustrate the events of the following story.,13407
9581,Describe an elephant's physical features.,9581
23300,Reword the following sentence so that it capitalizes the appropriate words.,23300
27436,"Given some comments, label each of them as positive or negative.",27436
51725,"Using the given data sources, divide and rephrase a customer query into separate queries for each relevant category: (A) general business knowlege and product features, (B) product pricing or inventory, and (C) product troubleshooting. Create a JSON response with the appropriate query for each category. If a query doesn't belong to a specific category, leave it blank. If the customer query fits into only one category, the corresponding query field should contain the original query.

Format the JSON response as follows:
```
{
    ""categories"": [""A"",""B"",""C""],
    ""category_a"": [""$QUERIES""],
    ""category_b"": [""$QUERIES""],
    ""category_c"": [""$QUERIES""]
}
```",51725
10707,"Generate a story based on the following three words: spaceship, detective, choir",10707
49778,"A right triangle has legs a and b and hypotenuse c. Find the largest possible value of

    (a + b)/c.
",49778
19120,Find all of the adjectives in the following sentence and replace them with synonyms.,19120
46462,Predict the closing price of Apple stock at the end of the month.,46462
45761,Find the five largest cities by population in a given country.,45761
4463,Generate the quivalent hexadecimal code of the RGB color code given below.,4463
5268,"Given two binary strings a and b, return their sum as a binary string. Write the solution as a Haskell function",5268
18913,"Given a sentence, convert it into its correct possessive form.",18913
43763,Generate a support email comforting a frustrated customer.,43763
43198,Explain why plants are essential for life.,43198
26948,Invent a pun related to a pizza delivery.,26948
26762,Imagine you are a programmer assigned to do this task. Analyze the instruction and design a program to meet the requirements.,26762
48562,Come up with three possible negative consequences of having too much screen time,48562
18313,What should a home gardener be aware of when growing tomatoes?,18313
24708,Explain why technological progress and economic development are closely linked,24708
46186,Describe how the character is feeling.,46186
11144,Explain the process of photosynthesis to a child.,11144
15020,Create a meaningful Haiku,15020
22804,Describe how a website can be optimized for search engines,22804
33153,Describe a scenario where the given algorithm can be used to solve a problem.,33153
38553,Compare and contrast the effectiveness of two popular search engines.,38553
23807,Why VPNs are not as useful anymore?,23807
43151,Assign a profession to this person.,43151
43125,"Come up with a slang term for the phrase ""working hard"".",43125
49435,Write additional lines to the given poem.,49435
19799,"Given a sentence, identify the adjectives in it.",19799
28558,Arrange the following countries in ascending order of GDP per capita.,28558
43426,Assign a rating (1-5) to the following movie review,43426
26974,"Calculate the sum of three numbers: 10, 5, and 8",26974
5903,Reformulate the following sentence so that it follows the grammar rules of Active Voice.,5903
18842,Categorize the given item into one of the five elements.,18842
27610,Generate an email subject line for announcing a new product launch.,27610
31580,Create a new recipe combining two different flavors.,31580
5803,Describe how Napoleon Bonaparte rose to power.,5803
45456,Provide four alternatives for this idiom.,45456
12349,Design a voice assistant command to schedule an appointment.,12349
48378,Identify two of the most commonly used programming languages in game development.,48378
11240,Generate a list of adjectives describing a fortune teller.,11240
30914,List three types of pre-trained models for natural language processing.,30914
22670,Design an algorithm for natural language processing,22670
23251,"Is there a single word for ""Does not deserve""?",23251
46114,Construct a rhetorical question to ask the audience at an economics conference.,46114
22108,Create a story involving a talking mouse and an elephant.,22108
45085,Render the sentence without any gender-biased phrasing.,45085
2888,Given the following array: show all the possible subarrays,2888
44218,Design a creative cake for a 3-year-old’s brithday party.,44218
34436,Guess the movie that the given line is from.,34436
45292,Explain why certain materials are better for insulation,45292
16826,Describe a movie that takes place in outer space,16826
22038,Explain how rain impacts the Earth's climate.,22038
23804,Rewrite the following dialogue in the direct speech.,23804
34938,Describe how to tell the difference between a male and female cardinal.,34938
40582,Describe the differences between an online store and a brick-and-mortar store.,40582
3441,Address a letter to someone.,3441
16932,How could you start a conversation with a stranger?,16932
43981,Generate a sentence of at least 8 words which describes a task of GPT model.,43981
49123,Create a new character for a movie based on the description given.,49123
48242,"Given a musical artist and a theme, generate a song title.",48242
48877,Summarize the following passage in 3 bullet points,48877
51294,Develop a plan to recycle paper product waste.,51294
7711,Provide an example of a plant that can live in tropical areas.,7711
30998,"Use the following pieces of context to answer the question at the end. If you don't know the answer, just say that you don't know, don't try to make up an answer.",30998
18346,You are presented with a mathematical query and an equation. Output the answer to the query.,18346
24697,Give an example of a situation when I should use discretion.,24697
6436,Rearrange the following words so that it makes a meaningful sentence.,6436
8331,Answer the following question in two to three sentences.,8331
22161,Create a unique title for a fictional book.,22161
15399,Draft a code of conduct for online learning.,15399
16928,Rewrite the sentence so it reflects a positively biased point of view.,16928
19184,Write a short essay about the impact of social media in our lives.,19184
36058,Generate a sentence that describes how someone would feel in this scenario,36058
16883,Pick the country which is NOT in the EU,16883
33376,"Take this sentence and rephrase it so that it has a more positive connotation: ""I am unimpressed with the results.""",33376
2744,What is the relationship between clouds and air temperature?,2744
14480,Describe how crowdfunding works,14480
45969,Generate a movie review from the following description.,45969
36470,"Edit this sentence to make it more concise: ""A computer stores and retrieves digital data.""",36470
44906,Edit the following statement to make it sound more formal while keeping the message intact.,44906
14594,Generate a joke starting with the given keyword.,14594
46086,Find information in the following document about the history of the space program.,46086
9218,Generate 3 marketing slogans for a new pizza shop.,9218
6973,Suggest a solution for this leetcode problem and then implement it in python.,6973
17701,Replace the words in brackets with a suitable synonym,17701
19624,Write a script to delete items from a list.,19624
46251,Rewrite the given sentences by replacing the nouns with pronouns,46251
19616,Write 2-3 sentences about the importance of running.,19616
29599,How can we get more people to recycle?,29599
30415,Generate sentences that uses the given vocabulary words.,30415
51444,List the main characteristics of the given text.,51444
51647,"Given a list of items, reorder them according to some criterion.",51647
37518,Explain what a web crawler does,37518
24714,Name 5 human body organs,24714
1783,Identify the main points from the following paragraph:,1783
39484,Write an intro for a blog post about computer science.,39484
45580,Divide 10 by 4 and remove the remainder.,45580
42160,"Edit the following sentence to make it more concise:

I'm going to make some changes to my daily routine in order to be healthier.",42160
20606,Transform these sentences into a passive voice,20606
10588,What is the purpose of an identity management system?,10588
5338,"Choose a better word to replace the word ""sweet"".",5338
11433,Create a list of 5 tips to help people spend less money,11433
9799,"Create a play on the words ""dapple"" and ""giggle""",9799
45098,"Given two sentences, determine to which degree they are similar in meaning.",45098
3148,Give some techniques to help with decision-making.,3148
13318,Explain how two items are related.,13318
23943,Compare the vocabulary of a 5-year-old to a 7-year-old.,23943
45645,Identify the misplaced modifier and write the sentence without it.,45645
5414,Build a for loop for a set of numbers from 1 to 10.,5414
6773,Generate five scientific facts about mammals.,6773
1026,List three advantages of using artificial neural networks for machine learning.,1026
19364,How would you explain the concept of natural language processing (NLP) to a 6th grader?,19364
6509,Design an experiment to test the effectiveness of a new type of tires.,6509
12123,Rewrite the following sentence in simple English.,12123
37678,"Write a solution for the following problem in python:

Given the root of a binary tree, return the average value of the nodes on each level in the form of an array. Answers within 10-5 of the actual answer will be accepted.",37678
45080,Identify the speaker of these lines.,45080
4566,Classification Task - Classify the following piano piece as classical or jazz genre.,4566
40595,Suggest a list of books for someone beginning to explore a given topic.,40595
27564,Generate a list of health benefits associated with drinking green tea.,27564
24675,"Given the input, explain how the design of the website integrates with the brand.",24675
50895,Compare the two given products and provide the advantages and disadvantages.,50895
31149,Write a near-future fiction set in the year 2040. Output should be 5 sentences.,31149
18541,Reverse engineer the following code snippet to write a descriptoin of what it does.,18541
35879,Name four consecutive US presidents.,35879
21509,Provide an example of how empathy can help resolve a conflict.,21509
51260,"Given a set of data, create a pivot table.",51260
46162,Create a poem about innovation and technology,46162
3089,"Given the following instructions, create a plan for completing them.",3089
47655,Generate a poem about a star-filled night.,47655
12044,One word that best describe a person who is arrogant.,12044
41998,Analyze the situation and evaluate the potential risks,41998
24205,Construct a palindrome sentence that is grammatically correct,24205
50941,Create a python script to print the message “Hello World” 10 times.,50941
2165,Generate keywords related to artificial intelligence in 5 words.,2165
39188,"Identify the parts of speech in this sentence: ""The dog barked at the postman"".",39188
47734,Make a list of 5 ways a business can improve customer experience.,47734
41917,Design a data model for a restaurant review site.,41917
29758,Predict the outcome of a game of chess given the following board.,29758
8455,Create a list of five advantages of physical fitness,8455
34904,Compare the climate of two cities.,34904
