,Unnamed: 0,words,counts,idf_2999
90,90,its,722,3.9322257127456655
91,91,different,722,4.29768548624013
92,92,person,718,4.039856376938031
93,93,compare,717,7.1308988302963465
94,94,way,707,3.486755270023802
95,95,me,705,4.546901277864116
96,96,at,692,3.533586569707901
97,97,question,689,4.422848629194137
98,98,would,686,6.319968614080018
99,99,who,685,4.585367558691912
100,100,based,675,3.506557897319982
101,101,x,667,5.8781358618009785
102,102,all,647,8.517193191416238
103,103,learning,645,4.853631545286591
104,104,has,643,4.688551794927142
105,105,4,639,5.184988681241034
106,106,items,636,3.882464203186602
107,107,have,636,4.688551794927142
108,108,correct,631,5.381698975487088
109,109,language,629,5.184988681241034
110,110,people,627,3.9424822129128545
111,111,paragraph,622,4.268697949366879
112,112,meaning,620,3.872802292274865
113,113,should,619,4.491841500681089
114,114,topic,618,3.892220378131966
115,115,change,601,5.744604469176457
116,116,appropriate,599,5.952243833954701
117,117,compose,595,7.824046010856292
118,118,main,584,3.892220378131966
119,119,do,584,4.803621124711929
120,120,short,579,6.725433722188183
121,121,analyze,579,7.418580902748128
122,122,numbers,577,4.312500572025272
123,123,concept,573,4.374058465024705
124,124,creative,562,3.912023005428146
125,125,technology,561,4.853631545286591
126,126,description,560,4.390058806371146
127,127,calculate,548,5.809142990314028
128,128,important,537,4.06284589516273
129,129,determine,523,5.683979847360021
130,130,order,521,4.803621124711929
131,131,movie,517,5.472670753692815
132,132,each,516,4.29768548624013
133,133,convert,515,6.319968614080018
134,134,when,510,6.214608098422191
135,135,code,509,5.381698975487088
136,136,system,504,5.0206856299497575
137,137,algorithm,499,5.221356325411908
138,138,was,497,4.667045589706179
139,139,categorize,496,8.517193191416238
140,140,benefits,495,5.683979847360021
141,141,related,494,4.933674252960127
142,142,ai,491,5.8781358618009785
143,143,could,489,4.853631545286591
144,144,world,486,4.667045589706179
145,145,artificial,484,4.853631545286591
146,146,title,476,4.528209144851963
147,147,some,475,4.933674252960127
148,148,answer,472,4.406319327242926
149,149,character,470,5.0206856299497575
150,150,questions,465,5.472670753692815
151,151,form,459,5.083205986931091
152,152,positive,458,4.645992180508347
153,153,intelligence,454,5.426150738057921
154,154,does,447,4.710530701645918
155,155,so,447,4.961845129926823
156,156,ways,445,6.907755278982137
157,157,machine,439,5.051457288616511
158,158,computer,439,5.952243833954701
159,159,tell,439,7.418580902748128
160,160,not,435,0.0
161,161,best,432,5.149897361429764
162,162,time,429,6.725433722188183
163,163,business,425,5.472670753692815
164,164,verb,420,4.186459851129906
165,165,set,417,5.426150738057921
166,166,four,415,4.528209144851963
167,167,common,409,4.9062752787720125
168,168,take,409,4.199705077879927
169,169,characters,407,5.472670753692815
170,170,company,405,4.625372893305611
171,171,online,405,4.961845129926823
172,172,than,402,4.186459851129906
173,173,reduce,399,4.779523573132869
174,174,information,394,4.254513314374922
175,175,below,394,5.521460917862246
176,176,process,391,5.259096653394756
177,177,someone,389,5.0206856299497575
178,178,contrast,388,4.254513314374922
179,179,either,388,4.755993075722675
180,180,out,388,4.226733750267846
181,181,book,386,5.221356325411908
182,182,problem,385,4.29768548624013
183,183,recipe,379,5.259096653394756
184,184,same,375,4.779523573132869
185,185,model,372,6.571283042360924
186,186,website,368,7.1308988302963465
187,187,difference,367,4.933674252960127
188,188,add,363,4.879607031689852
189,189,possible,359,5.0206856299497575
190,190,string,353,4.546901277864116
191,191,improve,351,5.149897361429764
192,192,plan,350,4.327538449389812
193,193,help,343,5.339139361068292
194,194,provided,342,4.422848629194137
195,195,countries,342,5.115995809754082
196,196,job,340,4.254513314374922
197,197,news,340,5.339139361068292
198,198,will,339,4.585367558691912
199,199,query,339,5.298317366548036
200,200,any,338,4.688551794927142
201,201,importance,335,5.259096653394756
202,202,examples,332,5.8781358618009785
203,203,steps,331,4.879607031689852
204,204,them,329,4.509860006183766
205,205,value,328,5.149897361429764
206,206,differences,325,4.853631545286591
207,207,post,324,5.626821433520073
208,208,equation,323,4.422848629194137
209,209,elements,321,5.381698975487088
210,210,8,320,5.184988681241034
211,211,service,320,5.626821433520073
212,212,program,320,4.56594947283481
213,213,adjectives,318,5.472670753692815
214,214,day,314,4.688551794927142
215,215,develop,311,6.725433722188183
216,216,first,311,4.491841500681089
217,217,complete,311,5.626821433520073
218,218,b,311,5.184988681241034
219,219,least,311,5.259096653394756
220,220,speech,310,5.0206856299497575
221,221,good,309,5.115995809754082
222,222,energy,309,4.268697949366879
223,223,function,308,4.8283137373023015
224,224,these,308,5.0206856299497575
225,225,6,307,5.572754212249797
226,226,passage,307,4.491841500681089
227,227,headline,307,5.184988681241034
228,228,many,306,5.115995809754082
229,229,letter,303,5.184988681241034
230,230,natural,302,5.744604469176457
231,231,tweet,302,5.221356325411908
232,232,line,301,4.645992180508347
233,233,essay,300,5.809142990314028
234,234,table,300,7.824046010856292
235,235,metaphor,295,5.083205986931091
236,236,types,293,4.160484364726646
237,237,marketing,293,5.0206856299497575
238,238,term,292,4.803621124711929
239,239,animals,291,5.521460917862246
240,240,us,291,4.374058465024705
241,241,tense,290,6.119297918617867
242,242,email,289,7.418580902748128
243,243,need,288,5.184988681241034
244,244,features,287,5.051457288616511
245,245,potential,286,5.0206856299497575
246,246,impact,286,4.374058465024705
247,247,user,284,5.626821433520073
248,248,event,282,4.645992180508347
249,249,city,281,6.119297918617867
250,250,array,279,4.853631545286591
251,251,climate,279,5.339139361068292
252,252,food,278,4.933674252960127
253,253,life,277,5.744604469176457
254,254,situation,277,5.809142990314028
255,255,negative,277,6.032286541628237
256,256,they,276,4.961845129926823
257,257,game,275,5.626821433520073
258,258,summary,273,5.683979847360021
259,259,ingredients,273,6.319968614080018
260,260,store,273,5.426150738057921
261,261,he,271,6.214608098422191
262,262,where,269,5.472670753692815
263,263,blog,268,5.472670753692815
264,264,key,268,4.546901277864116
265,265,tips,267,5.572754212249797
266,266,outline,267,6.319968614080018
267,267,ideas,267,4.990832666800076
268,268,points,267,5.149897361429764
269,269,song,267,5.8781358618009785
270,270,english,267,5.381698975487088
271,271,structure,266,6.214608098422191
272,272,sum,266,5.259096653394756
273,273,less,265,5.626821433520073
274,274,web,263,5.221356325411908
275,275,animal,262,5.952243833954701
276,276,advantages,262,4.961845129926823
277,277,argument,260,5.221356325411908
278,278,uses,260,8.517193191416238
279,279,7,260,6.725433722188183
280,280,task,260,4.474141923581687
281,281,work,260,6.119297918617867
282,282,research,258,4.933674252960127
283,283,sentiment,257,5.744604469176457
284,284,unique,257,0.0
285,285,definition,255,5.051457288616511
286,286,select,255,4.853631545286591
287,287,c,253,7.418580902748128
288,288,idea,252,6.319968614080018
289,289,area,251,4.933674252960127
290,290,concise,249,4.853631545286591
291,291,true,248,5.809142990314028
292,292,social,248,4.803621124711929
293,293,0,246,6.437751649736401
294,294,popular,246,4.933674252960127
295,295,solution,245,5.221356325411908
296,296,suitable,241,5.083205986931091
297,297,context,239,5.572754212249797
298,298,according,239,5.0206856299497575
299,299,healthy,237,5.221356325411908
300,300,famous,237,4.879607031689852
301,301,t,235,8.517193191416238
302,302,software,235,5.083205986931091
303,303,read,233,7.1308988302963465
304,304,evaluate,232,5.184988681241034
305,305,states,232,6.907755278982137
306,306,response,231,5.426150738057921
307,307,voice,230,5.952243833954701
308,308,year,228,5.0206856299497575
309,309,100,227,5.572754212249797
310,310,predict,227,4.961845129926823
311,311,grammar,226,5.298317366548036
312,312,past,226,4.779523573132869
313,313,object,224,6.319968614080018
314,314,expression,222,5.051457288616511
315,315,python,222,6.907755278982137
316,316,interesting,221,5.083205986931091
317,317,strategy,221,5.683979847360021
318,318,theme,220,7.418580902748128
319,319,review,219,5.809142990314028
320,320,categories,218,5.339139361068292
321,321,item,218,6.032286541628237
322,322,media,217,5.149897361429764
323,323,dialogue,217,5.626821433520073
324,324,translate,216,5.149897361429764
325,325,few,216,5.572754212249797
326,326,replace,215,5.472670753692815
327,327,global,214,5.809142990314028
328,328,current,212,5.184988681241034
329,329,programming,210,5.809142990314028
330,330,point,207,5.426150738057921
331,331,country,207,6.571283042360924
332,332,original,206,5.298317366548036
333,333,cost,206,5.8781358618009785
334,334,we,205,4.9062752787720125
335,335,sort,205,6.319968614080018
336,336,choose,205,6.119297918617867
337,337,experience,205,5.952243833954701
338,338,facts,204,5.472670753692815
339,339,united,204,0.0
340,340,noun,204,5.683979847360021
341,341,environment,204,7.1308988302963465
342,342,solve,203,4.961845129926823
343,343,science,202,7.418580902748128
344,344,car,201,4.8283137373023015
345,345,but,201,5.952243833954701
346,346,ask,201,4.779523573132869
347,347,she,200,7.1308988302963465
348,348,lines,199,5.472670753692815
349,349,false,199,7.824046010856292
350,350,student,198,5.521460917862246
351,351,formal,198,5.298317366548036
352,352,gpt,197,4.688551794927142
353,353,my,197,7.418580902748128
354,354,strategies,196,5.0206856299497575
355,355,health,196,6.907755278982137
356,356,restaurant,195,4.933674252960127
357,357,imagine,195,7.824046010856292
358,358,arrange,194,4.755993075722675
359,359,present,194,5.521460917862246
360,360,n,194,5.083205986931091
361,361,without,193,5.626821433520073
362,362,please,193,5.221356325411908
363,363,like,191,5.626821433520073
364,364,successful,191,6.437751649736401
365,365,specific,191,5.683979847360021
366,366,content,190,5.259096653394756
367,367,whether,190,5.744604469176457
368,368,activities,190,4.990832666800076
369,369,brainstorm,187,0.0
370,370,scientific,187,6.571283042360924
371,371,tree,187,6.907755278982137
372,372,history,186,5.626821433520073
373,373,scenario,186,6.437751649736401
374,374,effective,186,4.933674252960127
375,375,piece,185,5.744604469176457
376,376,y,184,6.725433722188183
377,377,describes,184,5.572754212249797
378,378,human,184,5.0206856299497575
379,379,characteristics,184,5.381698975487088
380,380,water,183,5.809142990314028
381,381,step,183,6.032286541628237
382,382,total,182,5.149897361429764
383,383,length,181,5.809142990314028
384,384,page,179,5.115995809754082
385,385,persuasive,179,5.683979847360021
386,386,terms,177,5.339139361068292
387,387,project,176,6.907755278982137
388,388,purpose,176,5.8781358618009785
389,389,style,176,6.571283042360924
390,390,writing,176,5.115995809754082
391,391,state,175,6.571283042360924
392,392,novel,175,5.683979847360021
393,393,valid,174,5.683979847360021
394,394,haiku,174,5.339139361068292
395,395,population,174,6.032286541628237
396,396,describing,173,5.221356325411908
397,397,healthcare,173,6.214608098422191
398,398,color,173,5.298317366548036
399,399,children,173,7.418580902748128
400,400,opinion,173,4.779523573132869
401,401,had,172,5.683979847360021
402,402,making,172,5.259096653394756
403,403,tone,172,6.214608098422191
404,404,triangle,172,5.259096653394756
405,405,slogan,172,5.426150738057921
406,406,application,172,4.879607031689852
407,407,no,171,6.214608098422191
408,408,return,171,6.319968614080018
409,409,conversation,171,5.572754212249797
410,410,contains,171,5.149897361429764
411,411,being,170,6.032286541628237
412,412,top,170,4.9062752787720125
413,413,message,170,5.952243833954701
414,414,think,169,5.626821433520073
415,415,internet,169,6.571283042360924
416,416,home,168,5.298317366548036
417,417,app,168,6.725433722188183
418,418,assistant,168,5.381698975487088
419,419,subject,168,6.032286541628237
420,420,analogy,168,5.8781358618009785
421,421,things,168,5.683979847360021
422,422,there,167,5.626821433520073
423,423,detect,167,6.907755278982137
424,424,paper,166,5.809142990314028
425,425,group,166,6.214608098422191
426,426,simple,165,5.472670753692815
427,427,script,165,6.214608098422191
428,428,major,163,5.744604469176457
429,429,grammatically,162,5.809142990314028
430,430,other,162,6.725433722188183
431,431,format,162,7.824046010856292
432,432,rearrange,162,5.051457288616511
433,433,works,162,6.319968614080018
434,434,price,161,5.626821433520073
435,435,development,160,6.319968614080018
436,436,family,160,7.1308988302963465
437,437,books,160,6.319968614080018
438,438,education,160,5.259096653394756
439,439,future,159,6.725433722188183
440,440,integer,159,5.184988681241034
441,441,during,158,6.319968614080018
442,442,search,158,5.115995809754082
443,443,network,158,6.571283042360924
444,444,increase,158,5.521460917862246
445,445,instructions,158,7.418580902748128
446,446,cat,157,4.8283137373023015
447,447,events,156,5.809142990314028
448,448,effects,156,5.298317366548036
449,449,better,155,6.214608098422191
450,450,mobile,154,5.572754212249797
451,451,re,154,0.0
452,452,methods,151,5.221356325411908
453,453,team,151,6.437751649736401
454,454,remove,151,5.184988681241034
455,455,9,151,7.824046010856292
456,456,last,150,4.9062752787720125
457,457,action,150,6.907755278982137
458,458,industry,149,5.184988681241034
459,459,synonym,149,5.572754212249797
460,460,active,148,5.472670753692815
461,461,non,148,0.0
462,462,market,146,5.221356325411908
463,463,such,146,5.683979847360021
464,464,next,146,5.221356325411908
465,465,rate,146,7.418580902748128
466,466,sports,145,5.809142990314028
467,467,neural,144,6.032286541628237
468,468,topics,144,5.259096653394756
469,469,digital,144,5.952243833954701
470,470,issue,143,5.083205986931091
471,471,long,143,6.725433722188183
472,472,components,143,5.083205986931091
473,473,while,143,5.952243833954701
474,474,passive,142,5.0206856299497575
475,475,integers,142,6.214608098422191
476,476,report,142,5.472670753692815
477,477,french,141,8.517193191416238
478,478,relationship,141,5.521460917862246
479,479,html,141,0.0
480,480,pollution,140,7.824046010856292
481,481,might,140,5.952243833954701
482,482,reasons,140,6.119297918617867
483,483,sequence,140,6.907755278982137
484,484,sound,139,5.809142990314028
485,485,quote,139,6.437751649736401
486,486,living,137,5.184988681241034
487,487,fact,137,6.437751649736401
488,488,cities,136,5.426150738057921
489,489,years,135,6.725433722188183
490,490,stock,135,5.0206856299497575
491,491,brief,135,5.472670753692815
492,492,place,135,5.426150738057921
493,493,single,134,5.626821433520073
494,494,apple,134,5.626821433520073
495,495,warming,134,8.517193191416238
496,496,our,134,6.032286541628237
497,497,shopping,134,6.437751649736401
498,498,sql,134,6.119297918617867
499,499,made,133,6.214608098422191
500,500,over,133,5.809142990314028
501,501,did,132,5.952243833954701
502,502,processing,132,5.339139361068292
503,503,cloud,132,6.437751649736401
504,504,been,131,5.626821433520073
505,505,document,131,6.437751649736401
506,506,12,130,5.744604469176457
507,507,old,130,6.725433722188183
508,508,species,129,5.952243833954701
509,509,second,129,6.319968614080018
510,510,interview,128,6.032286541628237
511,511,random,128,5.683979847360021
512,512,database,128,5.259096653394756
513,513,descriptive,128,6.437751649736401
514,514,setting,128,5.626821433520073
515,515,were,127,5.744604469176457
516,516,synonyms,127,5.339139361068292
517,517,field,127,6.571283042360924
518,518,adjective,127,6.319968614080018
519,519,ten,126,5.952243833954701
520,520,money,126,6.571283042360924
521,521,analysis,126,6.907755278982137
522,522,formulate,126,6.214608098422191
523,523,m,125,8.517193191416238
524,524,20,125,5.472670753692815
525,525,air,124,5.809142990314028
526,526,changing,124,5.472670753692815
527,527,print,124,6.214608098422191
528,528,dish,124,5.221356325411908
529,529,50,124,6.437751649736401
530,530,express,124,5.572754212249797
531,531,get,124,6.907755278982137
532,532,real,123,5.952243833954701
533,533,punctuation,122,5.952243833954701
534,534,school,122,4.990832666800076
535,535,role,122,5.426150738057921
536,536,logical,122,5.381698975487088
537,537,party,122,7.824046010856292
538,538,only,122,5.8781358618009785
539,539,paraphrase,121,8.517193191416238
540,540,spanish,121,0.0
541,541,reword,121,0.0
542,542,values,121,6.214608098422191
543,543,dog,121,6.571283042360924
544,544,hypothesis,121,5.184988681241034
545,545,public,120,6.214608098422191
546,546,summer,120,5.626821433520073
547,547,propose,119,7.824046010856292
548,548,proverb,119,6.214608098422191
549,549,pick,119,7.824046010856292
550,550,night,119,5.952243833954701
551,551,fiction,118,6.725433722188183
552,552,communication,118,5.298317366548036
553,553,choice,118,7.418580902748128
554,554,nouns,118,5.221356325411908
555,555,travel,117,6.571283042360924
556,556,f,117,5.426150738057921
557,557,associated,117,6.907755278982137
558,558,author,116,6.725433722188183
559,559,temperature,116,6.571283042360924
560,560,rank,116,6.319968614080018
561,561,logo,116,8.517193191416238
562,562,friend,115,6.119297918617867
563,563,similar,115,6.437751649736401
564,564,build,115,6.437751649736401
565,565,largest,115,6.437751649736401
566,566,transform,114,5.744604469176457
567,567,names,114,6.319968614080018
568,568,conveys,114,5.298317366548036
569,569,customers,114,7.824046010856292
570,570,summarizing,114,5.051457288616511
571,571,spelling,113,5.809142990314028
572,572,end,113,7.824046010856292
573,573,prime,113,6.319968614080018
574,574,physical,113,7.418580902748128
575,575,case,113,6.725433722188183
576,576,after,112,5.8781358618009785
577,577,errors,112,5.8781358618009785
578,578,joke,112,4.933674252960127
579,579,maximum,111,5.8781358618009785
580,580,produce,111,5.744604469176457
581,581,basic,111,6.319968614080018
582,582,stress,110,5.809142990314028
583,583,idiom,110,6.571283042360924
584,584,economic,110,5.298317366548036
585,585,survey,110,7.418580902748128
586,586,something,110,6.437751649736401
587,587,found,110,5.809142990314028
588,588,define,110,5.298317366548036
589,589,start,110,6.032286541628237
590,590,show,110,5.221356325411908
591,591,feeling,110,6.725433722188183
592,592,great,109,5.221356325411908
593,593,small,109,5.952243833954701
594,594,timeline,109,5.572754212249797
595,595,perfect,109,6.437751649736401
596,596,virtual,109,5.426150738057921
597,597,activity,109,6.437751649736401
598,598,computing,109,5.221356325411908
599,599,third,108,6.319968614080018
600,600,reverse,108,5.221356325411908
601,601,learn,108,6.119297918617867
602,602,e,108,8.517193191416238
603,603,letters,108,6.907755278982137
604,604,meaningful,108,5.809142990314028
605,605,insert,108,7.824046010856292
606,606,password,107,7.1308988302963465
607,607,strings,107,6.571283042360924
608,608,element,107,7.1308988302963465
609,609,15,107,6.437751649736401
610,610,blue,107,6.907755278982137
611,611,renewable,107,5.8781358618009785
612,612,recent,107,5.426150738057921
613,613,american,107,0.0
614,614,cause,107,5.952243833954701
615,615,primary,106,5.572754212249797
616,616,decision,106,6.319968614080018
617,617,size,106,6.214608098422191
618,618,environmental,106,5.572754212249797
619,619,highest,106,6.319968614080018
620,620,recommend,106,6.725433722188183
621,621,earth,106,8.517193191416238
622,622,painting,105,5.298317366548036
623,623,techniques,105,6.437751649736401
624,624,match,105,5.521460917862246
625,625,objects,105,8.517193191416238
626,626,sales,104,6.319968614080018
627,627,war,104,7.824046010856292
628,628,his,104,5.8781358618009785
629,629,pandemic,104,7.418580902748128
630,630,products,104,6.907755278982137
631,631,moon,104,6.437751649736401
632,632,means,104,6.032286541628237
633,633,emotion,104,7.418580902748128
634,634,high,103,5.683979847360021
635,635,phone,103,7.418580902748128
636,636,mathematical,103,5.149897361429764
637,637,effect,103,6.907755278982137
638,638,humans,103,5.809142990314028
639,639,category,103,7.418580902748128
640,640,skills,103,6.571283042360924
641,641,solutions,102,6.319968614080018
642,642,security,102,6.032286541628237
643,643,today,102,0.0
644,644,test,102,5.572754212249797
645,645,down,102,6.907755278982137
646,646,love,102,5.626821433520073
647,647,right,102,6.032286541628237
648,648,creating,102,0.0
649,649,parts,102,6.437751649736401
650,650,carbon,102,5.572754212249797
651,651,sun,102,7.824046010856292
652,652,discuss,101,6.437751649736401
653,653,cm,101,6.437751649736401
654,654,plant,101,5.809142990314028
655,655,discussing,101,6.571283042360924
656,656,written,101,5.952243833954701
657,657,working,101,6.214608098422191
658,658,alternative,101,5.809142990314028
659,659,needed,101,6.571283042360924
660,660,modern,100,5.572754212249797
661,661,presentation,100,6.571283042360924
662,662,deep,99,6.571283042360924
663,663,takes,99,6.214608098422191
664,664,classification,99,5.683979847360021
665,665,eating,99,7.418580902748128
666,666,starting,98,5.8781358618009785
667,667,power,98,6.437751649736401
668,668,scene,98,6.214608098422191
669,669,19,98,0.0
670,670,result,98,6.319968614080018
671,671,containing,97,6.437751649736401
672,672,funny,97,7.1308988302963465
673,673,save,97,6.319968614080018
674,674,play,97,5.952243833954701
675,675,pros,96,5.8781358618009785
676,676,cons,96,6.119297918617867
677,677,space,96,6.907755278982137
678,678,musical,96,0.0
679,679,simile,96,7.1308988302963465
680,680,instruction,96,6.119297918617867
681,681,pieces,95,5.952243833954701
682,682,part,95,7.1308988302963465
683,683,through,95,6.319968614080018
684,684,multiple,95,5.744604469176457
685,685,imperative,95,6.571283042360924
686,686,proper,95,7.418580902748128
687,687,india,95,0.0
688,688,house,95,6.214608098422191
689,689,students,95,0.0
690,690,must,94,5.952243833954701
691,691,combine,94,8.517193191416238
692,692,neutral,94,6.119297918617867
693,693,friends,94,7.824046010856292
694,694,support,94,7.1308988302963465
695,695,management,94,7.418580902748128
696,696,relevant,94,6.319968614080018
697,697,feature,94,7.418580902748128
698,698,include,94,7.824046010856292
699,699,compute,93,0.0
700,700,friendly,93,6.032286541628237
701,701,particular,93,6.725433722188183
702,702,nature,93,5.298317366548036
703,703,benefit,93,6.437751649736401
704,704,her,93,0.0
705,705,exercise,93,6.725433722188183
706,706,go,92,7.418580902748128
707,707,chart,92,7.418580902748128
708,708,500,91,5.572754212249797
709,709,square,91,6.437751649736401
710,710,explanation,91,6.907755278982137
711,711,campaign,91,6.907755278982137
712,712,method,91,6.725433722188183
713,713,advice,91,5.952243833954701
714,714,businesses,91,7.824046010856292
715,715,11,90,7.1308988302963465
716,716,traditional,90,8.517193191416238
717,717,class,90,7.824046010856292
718,718,policy,90,5.521460917862246
719,719,fruits,90,6.571283042360924
720,720,2x,90,7.418580902748128
721,721,together,90,7.1308988302963465
722,722,kind,90,5.626821433520073
723,723,success,89,7.418580902748128
724,724,trip,89,8.517193191416238
725,725,don,89,0.0
726,726,assign,89,5.626821433520073
727,727,buy,89,6.907755278982137
728,728,java,89,5.381698975487088
729,729,law,89,7.1308988302963465
730,730,fictional,89,5.683979847360021
731,731,delete,89,8.517193191416238
732,732,sources,89,5.572754212249797
733,733,open,89,8.517193191416238
734,734,employee,88,5.744604469176457
735,735,own,88,5.8781358618009785
736,736,longest,88,6.571283042360924
737,737,factors,88,6.119297918617867
738,738,political,88,0.0
739,739,fill,88,7.418580902748128
740,740,involving,88,5.521460917862246
741,741,colors,87,6.437751649736401
742,742,applications,87,6.907755278982137
743,743,meeting,87,7.1308988302963465
744,744,binary,87,5.626821433520073
745,745,put,87,7.824046010856292
746,746,robot,87,6.437751649736401
747,747,workplace,87,8.517193191416238
748,748,consider,87,5.809142990314028
749,749,estimate,87,0.0
750,750,plants,86,5.744604469176457
751,751,happy,86,7.418580902748128
752,752,digit,86,6.725433722188183
753,753,medical,86,5.8781358618009785
754,754,brand,86,5.572754212249797
755,755,figure,86,6.437751649736401
756,756,engineer,86,6.119297918617867
757,757,financial,86,6.437751649736401
758,758,lyrics,86,5.381698975487088
759,759,art,86,6.907755278982137
760,760,performance,86,6.032286541628237
761,761,keyword,86,6.907755278982137
762,762,missing,86,6.032286541628237
763,763,around,86,6.907755278982137
764,764,look,85,5.809142990314028
765,765,root,85,6.725433722188183
766,766,waste,85,5.809142990314028
767,767,view,85,7.418580902748128
768,768,historical,85,6.119297918617867
769,769,pet,85,7.418580902748128
770,770,sides,85,5.683979847360021
771,771,implications,85,6.437751649736401
772,772,columns,85,6.119297918617867
773,773,genre,85,7.824046010856292
774,774,sky,84,6.907755278982137
775,775,certain,84,6.319968614080018
776,776,tasks,84,5.744604469176457
777,777,professional,84,6.725433722188183
778,778,chatbot,84,6.571283042360924
779,779,covid,84,0.0
780,780,another,83,5.8781358618009785
781,781,economy,83,7.824046010856292
782,782,follows,83,6.571283042360924
783,783,solar,83,6.214608098422191
784,784,budget,83,5.683979847360021
785,785,going,83,7.824046010856292
786,786,complex,83,5.683979847360021
787,787,sample,83,6.319968614080018
788,788,capital,82,5.572754212249797
789,789,ethical,82,5.952243833954701
790,790,verbs,82,6.032286541628237
791,791,century,82,7.824046010856292
792,792,offer,82,5.572754212249797
793,793,amount,82,6.571283042360924
794,794,date,82,6.214608098422191
795,795,diet,82,7.824046010856292
796,796,safety,82,6.214608098422191
797,797,age,82,7.1308988302963465
798,798,then,81,7.418580902748128
799,799,dataset,81,7.418580902748128
800,800,red,81,6.214608098422191
801,801,weather,81,7.418580902748128
802,802,difficult,80,5.683979847360021
803,803,protagonist,80,8.517193191416238
804,804,adverb,80,5.115995809754082
805,805,check,80,6.437751649736401
806,806,probability,80,6.214608098422191
807,807,society,80,0.0
808,808,30,79,5.744604469176457
809,809,mistakes,79,6.437751649736401
810,810,causes,79,5.426150738057921
811,811,cats,79,6.907755278982137
812,812,version,79,6.571283042360924
813,813,significance,79,6.907755278982137
814,814,beach,79,6.214608098422191
815,815,vacation,79,7.824046010856292
816,816,ocean,79,7.418580902748128
817,817,lives,79,6.907755278982137
818,818,includes,79,5.572754212249797
819,819,general,79,7.418580902748128
820,820,self,78,6.571283042360924
821,821,models,78,6.571283042360924
822,822,both,78,6.032286541628237
823,823,six,78,6.571283042360924
824,824,opening,78,6.032286541628237
825,825,reducing,78,7.1308988302963465
826,826,rules,78,5.952243833954701
827,827,experiment,78,6.907755278982137
828,828,solving,78,6.437751649736401
829,829,dinner,78,7.824046010856292
830,830,prompt,78,6.571283042360924
