,words,idf
1833,potatoes,7.195437351433918
1415,becomes,7.195437351433918
1414,meet,7.195437351433918
1130,creativity,7.195437351433918
1423,reformat,7.195437351433918
1688,sunrise,7.195437351433918
992,materials,7.195437351433918
1689,circuit,7.195437351433918
1593,twice,7.195437351433918
1607,salaries,7.195437351433918
1606,hardware,7.195437351433918
1605,conjunctions,7.195437351433918
1604,liquid,7.195437351433918
1125,3rd,7.195437351433918
1124,improvement,7.195437351433918
1690,orderdate,7.195437351433918
1832,trading,7.195437351433918
1804,append,7.195437351433918
1399,alphabet,7.195437351433918
1398,medicine,7.195437351433918
1649,egg,7.195437351433918
1648,inventions,7.195437351433918
1645,profession,7.195437351433918
1644,contained,7.195437351433918
1185,facing,7.195437351433918
1184,connected,7.195437351433918
1672,smaller,7.195437351433918
1673,mention,7.195437351433918
1807,superpower,7.195437351433918
1806,launched,7.195437351433918
1805,tokyo,7.195437351433918
1629,customerid,7.195437351433918
1628,jack,7.195437351433918
1131,reorganize,7.195437351433918
1091,recycle,7.195437351433918
1722,variety,7.195437351433918
1691,grand,7.195437351433918
1592,apa,7.195437351433918
1692,fifth,7.195437351433918
1396,cryptocurrency,7.195437351433918
280,french,7.195437351433918
281,relationship,7.195437351433918
931,higher,7.195437351433918
930,weight,7.195437351433918
1421,flowers,7.195437351433918
1712,scissors,7.195437351433918
1844,basket,7.195437351433918
1090,gas,7.195437351433918
1713,emphasis,7.195437351433918
1845,turing,7.195437351433918
1803,habitat,7.195437351433918
1802,tags,7.195437351433918
1176,sorting,7.195437351433918
1364,transactions,7.195437351433918
1422,agreement,7.195437351433918
1697,unethical,7.195437351433918
1572,orderid,7.195437351433918
1573,mineral,7.195437351433918
1397,fox,7.195437351433918
1587,bot,7.195437351433918
1586,resource,7.195437351433918
485,budget,7.195437351433918
484,solar,7.195437351433918
1693,tower,7.195437351433918
636,care,7.195437351433918
637,comma,7.195437351433918
1002,control,7.195437351433918
1003,encourages,7.195437351433918
1694,hole,7.195437351433918
1695,thoughts,7.195437351433918
1696,detective,7.195437351433918
1174,trivia,7.195437351433918
1099,lists,6.907755278982137
1098,websites,6.907755278982137
1101,parallel,6.907755278982137
1100,credit,6.907755278982137
1424,reminder,6.907755278982137
1102,cyber,6.907755278982137
1205,sector,6.907755278982137
1293,similarity,6.907755278982137
1292,alternatives,6.907755278982137
1148,readability,6.907755278982137
1149,records,6.907755278982137
1162,continent,6.907755278982137
1163,academic,6.907755278982137
1249,polynomial,6.907755278982137
1248,antonyms,6.907755278982137
562,man,6.907755278982137
1297,encourage,6.907755278982137
563,taking,6.907755278982137
564,count,6.907755278982137
565,bird,6.907755278982137
566,z,6.907755278982137
567,emissions,6.907755278982137
1204,see,6.907755278982137
1203,profit,6.907755278982137
1202,uppercase,6.907755278982137
1296,checklist,6.907755278982137
1314,appear,6.907755278982137
1103,45,6.907755278982137
1357,expected,6.907755278982137
1104,stocks,6.907755278982137
1105,attributes,6.907755278982137
1377,wild,6.907755278982137
1376,quick,6.907755278982137
1371,powerpoint,6.907755278982137
1370,theorem,6.907755278982137
1359,sounds,6.907755278982137
1358,completes,6.907755278982137
1356,ax,6.907755278982137
1406,compelling,6.907755278982137
1351,powered,6.907755278982137
1350,invest,6.907755278982137
1345,hexadecimal,6.907755278982137
1344,bank,6.907755278982137
1335,knight,6.907755278982137
1334,drive,6.907755278982137
629,mountain,6.907755278982137
628,reading,6.907755278982137
1315,access,6.907755278982137
1556,max,6.907755278982137
1407,findings,6.907755278982137
1794,diabetes,6.907755278982137
974,foreign,6.907755278982137
975,13,6.907755278982137
1779,storyline,6.907755278982137
1408,dance,6.907755278982137
747,went,6.907755278982137
746,happen,6.907755278982137
1637,bike,6.907755278982137
1636,dreams,6.907755278982137
1788,signs,6.907755278982137
1789,sharing,6.907755278982137
1795,reconstruct,6.907755278982137
1564,justice,6.907755278982137
1599,instrument,6.907755278982137
1598,file,6.907755278982137
1798,shipping,6.907755278982137
1799,spaces,6.907755278982137
1800,focusing,6.907755278982137
1801,relative,6.907755278982137
1581,l,6.907755278982137
1580,applicant,6.907755278982137
1810,jumped,6.907755278982137
120,table,6.907755278982137
969,combining,6.907755278982137
968,alien,6.907755278982137
953,managing,6.907755278982137
1678,multiples,6.907755278982137
910,regarding,6.907755278982137
911,finance,6.907755278982137
920,launch,6.907755278982137
1717,composed,6.907755278982137
1716,cipher,6.907755278982137
921,figurative,6.907755278982137
784,local,6.907755278982137
785,reality,6.907755278982137
1701,warm,6.907755278982137
1700,host,6.907755278982137
1776,hat,6.907755278982137
1777,overwhelmed,6.907755278982137
1778,discount,6.907755278982137
952,mnemonic,6.907755278982137
1685,anecdote,6.907755278982137
1684,cafe,6.907755278982137
1683,peak,6.907755278982137
1682,randomly,6.907755278982137
1681,disorder,6.907755278982137
1680,independence,6.907755278982137
1679,discusses,6.907755278982137
1565,considerations,6.907755278982137
1811,marathon,6.907755278982137
1816,gravitational,6.907755278982137
1452,ethics,6.907755278982137
1559,philosophy,6.907755278982137
1859,race,6.907755278982137
1860,lecture,6.907755278982137
1469,vehicles,6.907755278982137
1468,taxes,6.907755278982137
1861,passes,6.907755278982137
1463,center,6.907755278982137
1462,discussed,6.907755278982137
1866,indoors,6.907755278982137
1453,upper,6.907755278982137
1867,organizing,6.907755278982137
1495,sheet,6.907755278982137
1443,remainder,6.907755278982137
1442,sarcastic,6.907755278982137
1435,included,6.907755278982137
1434,kids,6.907755278982137
1092,automatically,6.907755278982137
1425,explore,6.907755278982137
1093,translation,6.907755278982137
1413,exploring,6.907755278982137
1412,meets,6.907755278982137
1409,approximate,6.907755278982137
1494,ride,6.907755278982137
1858,robotic,6.907755278982137
1855,opinions,6.907755278982137
1835,selected,6.907755278982137
1558,landing,6.907755278982137
1817,chickens,6.907755278982137
1820,secondary,6.907755278982137
1557,de,6.907755278982137
1821,conjugation,6.907755278982137
1555,eliminate,6.907755278982137
1554,debugging,6.907755278982137
1032,nodes,6.907755278982137
1824,sites,6.907755278982137
1514,themed,6.907755278982137
1834,writer,6.907755278982137
1825,soup,6.907755278982137
1033,simpler,6.907755278982137
1531,inclusive,6.907755278982137
1530,sci,6.907755278982137
1521,summarization,6.907755278982137
1520,sign,6.907755278982137
1854,completing,6.907755278982137
1515,prize,6.907755278982137
121,metaphor,6.907755278982137
877,politics,6.684611727667927
798,engagement,6.684611727667927
1194,educational,6.684611727667927
1195,properly,6.684611727667927
799,reaction,6.684611727667927
876,queries,6.684611727667927
1170,symbol,6.684611727667927
1171,memorable,6.684611727667927
749,kitchen,6.684611727667927
1161,template,6.684611727667927
1024,convince,6.684611727667927
640,knowledge,6.684611727667927
641,equal,6.684611727667927
1197,interpret,6.684611727667927
709,display,6.684611727667927
1117,matches,6.684611727667927
1116,column,6.684611727667927
708,technologies,6.684611727667927
1042,boy,6.684611727667927
1043,iphone,6.684611727667927
691,movies,6.684611727667927
690,captures,6.684611727667927
1074,classic,6.684611727667927
1075,belonging,6.684611727667927
1082,seen,6.684611727667927
1083,illustrates,6.684611727667927
667,against,6.684611727667927
666,everyday,6.684611727667927
1025,directly,6.684611727667927
1001,crime,6.684611727667927
1160,laws,6.684611727667927
1000,track,6.684611727667927
1155,landscape,6.684611727667927
1154,lunch,6.684611727667927
1151,national,6.684611727667927
1150,celebrity,6.684611727667927
964,face,6.684611727667927
965,driving,6.684611727667927
982,comparative,6.684611727667927
748,easy,6.684611727667927
983,cases,6.684611727667927
743,2020,6.684611727667927
742,college,6.684611727667927
986,width,6.684611727667927
987,begins,6.684611727667927
998,movement,6.684611727667927
731,plausible,6.684611727667927
730,traits,6.684611727667927
999,option,6.684611727667927
1196,analyse,6.684611727667927
819,ancient,6.684611727667927
1198,privacy,6.684611727667927
1458,ecosystem,6.684611727667927
1663,respectively,6.684611727667927
1199,row,6.684611727667927
1508,excited,6.684611727667927
1497,employer,6.684611727667927
1496,ve,6.684611727667927
1676,thanksgiving,6.684611727667927
1677,museum,6.684611727667927
1479,dress,6.684611727667927
1698,popularity,6.684611727667927
1478,tale,6.684611727667927
1471,bread,6.684611727667927
1470,castle,6.684611727667927
1699,gratitude,6.684611727667927
1459,substring,6.684611727667927
1451,outputs,6.684611727667927
1662,protocol,6.684611727667927
1450,followed,6.684611727667927
1433,increased,6.684611727667927
1432,environmentally,6.684611727667927
818,figures,6.684611727667927
1419,investing,6.684611727667927
1418,fall,6.684611727667927
1612,split,6.684611727667927
1393,respective,6.684611727667927
1392,fuels,6.684611727667927
1391,belongs,6.684611727667927
1390,instance,6.684611727667927
1750,symbolism,6.684611727667927
1379,photography,6.684611727667927
1378,dates,6.684611727667927
1509,skill,6.684611727667927
1653,grid,6.684611727667927
1752,treasure,6.684611727667927
1647,doesn,6.684611727667927
1616,platforms,6.684611727667927
1617,excel,6.684611727667927
1638,started,6.684611727667927
1589,agriculture,6.684611727667927
1588,farmer,6.684611727667927
1585,drinking,6.684611727667927
1584,bag,6.684611727667927
1579,adapt,6.684611727667927
1578,280,6.684611727667927
1577,clever,6.684611727667927
1639,bright,6.684611727667927
1646,phones,6.684611727667927
1576,bedroom,6.684611727667927
1569,george,6.684611727667927
1652,limit,6.684611727667927
1516,angry,6.684611727667927
1568,networking,6.684611727667927
1567,entities,6.684611727667927
1566,combat,6.684611727667927
207,successful,6.684611727667927
206,like,6.684611727667927
1553,pop,6.684611727667927
1552,renaissance,6.684611727667927
1551,liner,6.684611727667927
1550,dice,6.684611727667927
1533,reinforcement,6.684611727667927
1532,editing,6.684611727667927
1519,vote,6.684611727667927
1518,visited,6.684611727667927
1517,losing,6.684611727667927
1751,shoe,6.684611727667927
1613,automate,6.684611727667927
1753,criminal,6.684611727667927
1298,background,6.684611727667927
1230,leadership,6.684611727667927
1279,those,6.684611727667927
1326,independent,6.684611727667927
1234,becoming,6.684611727667927
1235,across,6.684611727667927
1311,styles,6.684611727667927
1310,structured,6.684611727667927
1309,alphabetically,6.684611727667927
533,measure,6.684611727667927
1308,poetry,6.684611727667927
1299,compress,6.684611727667927
532,birthday,6.684611727667927
1216,ratio,6.684611727667927
1278,stores,6.684611727667927
1808,clustering,6.684611727667927
1291,faced,6.684611727667927
1290,longer,6.684611727667927
1809,stories,6.684611727667927
1814,sold,6.684611727667927
1815,respiration,6.684611727667927
1826,along,6.684611727667927
1283,saving,6.684611727667927
1282,autumn,6.684611727667927
1281,drink,6.684611727667927
1217,core,6.684611727667927
1231,african,6.684611727667927
1327,attractions,6.684611727667927
107,day,6.684611727667927
1869,determined,6.684611727667927
1353,wars,6.684611727667927
1352,rising,6.684611727667927
1868,reptiles,6.684611727667927
1847,slope,6.684611727667927
1339,fear,6.684611727667927
1338,collection,6.684611727667927
1846,grades,6.684611727667927
571,makes,6.684611727667927
1328,recipes,6.684611727667927
1208,typically,6.684611727667927
570,photo,6.684611727667927
1280,favor,6.684611727667927
106,adjectives,6.684611727667927
1209,overall,6.684611727667927
1827,frozen,6.684611727667927
1210,enter,6.684611727667927
1329,presidents,6.684611727667927
1211,leading,6.684611727667927
1625,quotation,6.502290170873972
1874,arguing,6.502290170873972
1624,inspired,6.502290170873972
1828,addressing,6.502290170873972
977,expressing,6.502290170873972
855,garden,6.502290170873972
851,footprint,6.502290170873972
854,seven,6.502290170873972
1829,casual,6.502290170873972
976,note,6.502290170873972
850,reason,6.502290170873972
1785,adds,6.502290170873972
1664,implemented,6.502290170873972
1665,already,6.502290170873972
902,election,6.502290170873972
903,cuisine,6.502290170873972
897,stars,6.502290170873972
1743,presence,6.502290170873972
896,puzzle,6.502290170873972
1759,representing,6.502290170873972
1760,truth,6.502290170873972
1733,patterns,6.502290170873972
912,representation,6.502290170873972
913,road,6.502290170873972
1761,maximize,6.502290170873972
918,oriented,6.502290170873972
919,feel,6.502290170873972
1784,affected,6.502290170873972
1732,preposition,6.502290170873972
1711,ordered,6.502290170873972
926,available,6.502290170873972
927,thesis,6.502290170873972
1710,modal,6.502290170873972
1707,survival,6.502290170873972
867,orange,6.502290170873972
1706,democratic,6.502290170873972
866,briefly,6.502290170873972
939,white,6.502290170873972
944,native,6.502290170873972
945,existing,6.502290170873972
950,recommendation,6.502290170873972
951,keeping,6.502290170873972
1758,collaboration,6.502290170873972
1742,apartment,6.502290170873972
1047,canada,6.502290170873972
1609,leave,6.502290170873972
1120,sketch,6.502290170873972
1127,planning,6.502290170873972
1126,played,6.502290170873972
1330,etc,6.502290170873972
1331,organized,6.502290170873972
1123,lion,6.502290170873972
1122,shirt,6.502290170873972
1121,storage,6.502290170873972
1362,density,6.502290170873972
1312,really,6.502290170873972
1363,comprehensive,6.502290170873972
1111,efficiency,6.502290170873972
1110,double,6.502290170873972
1372,domain,6.502290170873972
1373,abc,6.502290170873972
1386,indian,6.502290170873972
1387,resilience,6.502290170873972
1313,helpful,6.502290170873972
1144,facial,6.502290170873972
994,emails,6.502290170873972
1182,usa,6.502290170873972
1200,segment,6.502290170873972
1201,dye,6.502290170873972
1193,shortest,6.502290170873972
1192,fake,6.502290170873972
1191,reads,6.502290170873972
1190,thank,6.502290170873972
1183,maintain,6.502290170873972
1240,bridge,6.502290170873972
1145,font,6.502290170873972
1241,months,6.502290170873972
1254,tip,6.502290170873972
1255,discovers,6.502290170873972
1284,woman,6.502290170873972
1285,schools,6.502290170873972
1286,conjunction,6.502290170873972
1287,extra,6.502290170873972
1394,biased,6.502290170873972
1395,solved,6.502290170873972
1400,titanic,6.502290170873972
1561,status,6.502290170873972
1485,attack,6.502290170873972
1046,2021,6.502290170873972
1512,dilemma,6.502290170873972
1513,pounds,6.502290170873972
1546,produced,6.502290170873972
1547,wish,6.502290170873972
1560,influential,6.502290170873972
1019,descending,6.502290170873972
1401,classified,6.502290170873972
1018,genetic,6.502290170873972
1007,low,6.502290170873972
1006,heart,6.502290170873972
1594,idiomatic,6.502290170873972
1595,anagram,6.502290170873972
1608,rest,6.502290170873972
995,provides,6.502290170873972
1484,repeating,6.502290170873972
1481,pets,6.502290170873972
1480,2008,6.502290170873972
1064,infer,6.502290170873972
1426,grow,6.502290170873972
1427,spending,6.502290170873972
1438,cross,6.502290170873972
1439,snacks,6.502290170873972
1454,calendar,6.502290170873972
1455,32,6.502290170873972
1456,courage,6.502290170873972
1457,loss,6.502290170873972
1464,intelligent,6.502290170873972
1465,comes,6.502290170873972
1073,bring,6.502290170873972
1072,potter,6.502290170873972
1067,union,6.502290170873972
1066,fast,6.502290170873972
1065,selection,6.502290170873972
938,speaker,6.502290170873972
1875,zoo,6.502290170873972
635,sqrt,6.502290170873972
631,playing,6.502290170873972
151,task,6.502290170873972
683,engineering,6.502290170873972
682,places,6.502290170873972
150,7,6.502290170873972
774,poverty,6.502290170873972
544,titles,6.502290170873972
775,photosynthesis,6.502290170873972
494,then,6.502290170873972
634,adding,6.502290170873972
495,dataset,6.502290170873972
545,park,6.502290170873972
778,classroom,6.502290170873972
779,u,6.502290170873972
630,grocery,6.502290170873972
624,river,6.502290170873972
625,declarative,6.502290170873972
626,comparison,6.502290170873972
627,required,6.502290170873972
1108,assume,6.348139491046714
653,prints,6.348139491046714
1341,frequent,6.348139491046714
469,performance,6.348139491046714
468,art,6.348139491046714
1620,podcast,6.348139491046714
1621,literacy,6.348139491046714
652,within,6.348139491046714
1340,brave,6.348139491046714
1115,cleaning,6.348139491046714
1109,yoga,6.348139491046714
645,returns,6.348139491046714
1114,snack,6.348139491046714
1630,empathy,6.348139491046714
1631,connotation,6.348139491046714
1642,university,6.348139491046714
1643,actionable,6.348139491046714
1603,discovered,6.348139491046714
644,rule,6.348139491046714
1528,smell,6.348139491046714
1319,freedom,6.348139491046714
1660,block,6.348139491046714
1661,purchased,6.348139491046714
1360,goes,6.348139491046714
1361,gravity,6.348139491046714
1602,fraud,6.348139491046714
1449,greenhouse,6.348139491046714
1448,21,6.348139491046714
1597,pages,6.348139491046714
988,tag,6.348139491046714
989,18,6.348139491046714
1596,astronaut,6.348139491046714
704,turn,6.348139491046714
705,rhetorical,6.348139491046714
1474,consistent,6.348139491046714
1049,cannot,6.348139491046714
1475,fields,6.348139491046714
1482,dialog,6.348139491046714
1004,ingredient,6.348139491046714
1005,coordinates,6.348139491046714
1571,appearance,6.348139491046714
1570,argumentative,6.348139491046714
1483,led,6.348139491046714
1048,traffic,6.348139491046714
695,france,6.348139491046714
1669,vertices,6.348139491046714
961,bold,6.348139491046714
1368,quotes,6.348139491046714
676,correctly,6.348139491046714
1369,consecutive,6.348139491046714
677,pattern,6.348139491046714
956,fit,6.348139491046714
957,differentiate,6.348139491046714
960,trend,6.348139491046714
1388,loan,6.348139491046714
694,000,6.348139491046714
1389,fragment,6.348139491046714
757,forms,6.348139491046714
1601,forecast,6.348139491046714
1600,exists,6.348139491046714
756,users,6.348139491046714
970,showing,6.348139491046714
971,belong,6.348139491046714
1668,revolutionary,6.348139491046714
1529,coins,6.348139491046714
1132,dealing,6.348139491046714
841,4x,6.348139491046714
845,improved,6.348139491046714
846,caused,6.348139491046714
847,lead,6.348139491046714
1823,2nd,6.348139491046714
1822,constant,6.348139491046714
1244,poetic,6.348139491046714
1245,appears,6.348139491046714
1133,finish,6.348139491046714
1247,because,6.348139491046714
1773,meat,6.348139491046714
1772,magic,6.348139491046714
1757,stop,6.348139491046714
1756,mediterranean,6.348139491046714
582,represent,6.348139491046714
583,course,6.348139491046714
844,reach,6.348139491046714
840,back,6.348139491046714
1263,shapes,6.348139491046714
1237,often,6.348139491046714
1873,jokes,6.348139491046714
1872,philosophical,6.348139491046714
822,index,6.348139491046714
823,miles,6.348139491046714
1222,guidelines,6.348139491046714
1223,final,6.348139491046714
826,chocolate,6.348139491046714
827,collect,6.348139491046714
828,located,6.348139491046714
829,standard,6.348139491046714
1224,rhymes,6.348139491046714
1225,here,6.348139491046714
1871,replacement,6.348139491046714
1870,achieving,6.348139491046714
1236,geometric,6.348139491046714
1262,sad,6.348139491046714
1246,shakespeare,6.348139491046714
1147,notes,6.348139491046714
1275,exclamatory,6.348139491046714
1301,respect,6.348139491046714
1704,parties,6.348139491046714
1274,reasoning,6.348139491046714
1300,stronger,6.348139491046714
1703,encryption,6.348139491046714
1702,https,6.348139491046714
887,meters,6.348139491046714
1316,mystery,6.348139491046714
886,off,6.348139491046714
1317,wedding,6.348139491046714
894,cheese,6.348139491046714
895,dictionary,6.348139491046714
1318,lengths,6.348139491046714
1146,diagnose,6.348139491046714
1705,upon,6.348139491046714
1040,presidential,6.214608098422191
1232,king,6.214608098422191
1041,apply,6.214608098422191
1037,parse,6.214608098422191
1233,2000,6.214608098422191
1044,virus,6.214608098422191
1045,1000,6.214608098422191
663,detail,6.214608098422191
1036,chinese,6.214608098422191
1323,copy,6.214608098422191
1289,protein,6.214608098422191
1030,flight,6.214608098422191
1476,handle,6.214608098422191
1477,ticket,6.214608098422191
716,cycle,6.214608098422191
1322,marks,6.214608098422191
717,black,6.214608098422191
1221,francisco,6.214608098422191
342,summarizing,6.214608098422191
339,largest,6.214608098422191
338,build,6.214608098422191
1031,analytics,6.214608098422191
1052,disease,6.214608098422191
1152,drama,6.214608098422191
1084,testing,6.214608098422191
